  89109  137.506302   -9.656951   4373.65  10971.56      263.414        8.372        0.364       55.462        0.282      162.799        0.531      308.023        2.298   6.359   99    7       55.189        0.093      162.717        0.171   3.084    0 0.98  9801.000      0
  89110  137.046402   -9.658682  13196.21  10941.53        5.815        3.352        0.384        3.021        0.286        3.210        0.538        2.168        0.697   6.359   99    9        2.940        0.093        3.128        0.171   3.084    0 0.44  9801.000      0
  89111  137.258331   -9.659371   9130.62  10927.89        4.597       -1.110        0.357       -0.048        0.293        0.935        0.545        4.412        0.486   6.359   99   14        0.610        0.097        2.286        0.176   3.084    0 0.71  9801.000      0
  89112  137.277069   -9.659854   8771.34  10918.38        0.380       -0.151        0.325        0.059        0.293        0.230        0.545        1.108        0.719   6.359   99   12        0.115        0.095        0.202        0.178   3.084    0 0.49  9801.000      0
  89113  137.375198   -9.659829   6888.71  10917.80        0.624        0.264        0.338        0.225        0.286       -0.302        0.531        0.185        0.812   6.359   99    9        0.262        0.093        0.302        0.171   3.084    0 0.49  9801.000      0
  89114  137.502594   -9.658479   4444.77  10941.90       45.646        1.484        0.357        9.412        0.282       27.873        0.542       44.673        0.556   6.359   99    7        9.956        0.091       28.865        0.173   3.084    0 0.98  9801.000      0
  89115  136.606125   -9.659462  21642.83  10918.72        1.995      -99.000      -99.000        1.736        0.534        0.830        0.846      -99.000      -99.000   6.359   99    0        1.035        0.182        0.876        0.293   3.362    0 0.56  9801.000      0
  89116  136.727371   -9.659295  19316.47  10925.16        3.533      -99.000      -99.000        1.264        0.320        0.635        0.598        1.954        0.911   6.359   99    6        1.742        0.104        2.035        0.192   3.084    0 0.98  9801.000      0
  89117  137.255478   -9.654099   9185.57  11030.50      101.023        1.414        0.351        9.876        0.293       41.384        0.549       66.403        0.565   6.359   99   14        9.593        0.282       40.338        0.524   6.062    3 0.03  9801.000      0
  89118  137.042557   -9.659668  13270.21  10922.33        1.504        1.871        0.377        2.773        0.293        4.598        0.538        0.610        0.841   6.359   99    9        1.113        0.097        1.501        0.171   3.084    3 0.11  9801.000      0
  89119  137.163910   -9.659866  10941.98  10918.67        0.999       -0.758        0.393       -0.210        0.297        0.157        0.552       -0.978        0.465   6.359   99   15        0.020        0.097        0.482        0.178   3.084    0 0.50  9801.000      0
  89120  137.585571   -9.659031   2853.00  10929.24        0.801        1.768        0.338        3.075        0.327        3.722        0.658       14.193        0.925   6.359   99    4        0.849        0.106        0.964        0.213   3.084    3 0.50  9801.000      0
  89121  137.292816   -9.659625   8469.32  10922.69        2.191        1.233        0.305        0.822        0.293        1.224        0.549        2.650        0.529   6.359   99   12        0.750        0.095        1.224        0.178   3.084    0 0.10  9801.000      0
  89122  136.765198   -9.655397  18590.93  11001.82      286.339      -99.000      -99.000       58.257        0.305      178.962        0.552      370.029        1.487   6.359   99    6       58.989        0.099      179.909        0.178   3.084    0 0.98  9801.000      0
  89123  136.694794   -9.659052  19941.75  10929.11        4.706      -99.000      -99.000        2.726        0.320        3.850        0.609        1.790        0.892   6.359   99    6        2.573        0.106        3.105        0.205   3.084    0 0.48  9801.000      0
  89124  136.824326   -9.659209  17456.64  10928.77        1.850        0.376        0.571        0.433        0.286        1.076        0.528        2.588        0.868   6.359   99    6        0.517        0.095        1.205        0.169   3.084    0 0.17  9801.000      0
  89125  136.815994   -9.659656  17616.35  10919.95        0.920      -99.000      -99.000        0.226        0.282        0.124        0.524       -0.424        0.501   6.359   99    6        0.337        0.091        0.321        0.169   3.084    0 0.66  9801.000      0
  89126  137.349106   -9.659466   7389.41  10925.20        1.427        0.348        0.308        0.135        0.282        0.070        0.528        1.946        0.614   6.359   99    9        0.479        0.093        0.658        0.171   3.108    2 0.45  9801.000      0
  89127  137.140182   -9.659106  11397.30  10933.48        6.967        0.683        0.302        1.394        0.301        3.295        0.549        8.790        0.375   6.359   99   16        1.455        0.144        3.082        0.256   3.718    0 0.01  9801.000      0
  89128  137.017700   -9.659755  13747.08  10920.48        0.758       -0.181        0.341        0.115        0.286        0.643        0.535       -4.030        0.729   6.359   99    9        0.234        0.093        0.546        0.171   3.084    0 0.65  9801.000      0
  89129  137.036789   -9.659671  13380.81  10922.23        1.066        0.342        0.334        0.003        0.286        0.716        0.535       -3.421        0.628   6.359   99    9        0.354        0.093        0.791        0.173   3.084    0 0.12  9801.000      0
  89130  136.823700   -9.659620  17468.58  10920.76        0.616        0.151        0.587        0.175        0.278        0.347        0.524        0.838        0.897   6.359   99    6        0.247        0.091        0.426        0.169   3.084    0 0.60  9801.000      0
  89131  136.981781   -9.658764  14436.06  10939.49        6.457        3.578        0.334        4.357        0.286        5.242        0.535        7.409        0.705   6.359   99    9        3.561        0.093        3.968        0.171   3.084    0 0.13  9801.000      0
  89132  137.613037   -9.658751   2326.01  10933.97        5.190        3.521        0.318        3.024        0.324        3.446        0.658        2.471        1.099   6.359   99    4        2.745        0.106        2.940        0.213   3.084    0 0.10  9801.000      0
  89133  136.646072   -9.659416  20876.23  10920.75        1.886      -99.000      -99.000        0.321        0.350       -0.095        0.623      -99.000      -99.000   6.359   99    0        0.560        0.112        0.851        0.196   3.084    0 0.66  9801.000      0
  89134  137.070206   -9.659301  12739.62  10929.59        2.565        0.602        0.302        0.784        0.293        2.191        0.538        0.207        0.541   6.359   99   11        0.436        0.099        1.118        0.173   3.084    0 0.00  9801.000      0
  89135  137.334427   -9.659561   7671.03  10923.52        1.561       -0.075        0.305        0.319        0.286        0.620        0.528        2.106        0.621   6.359   99   10        0.434        0.099        0.775        0.182   3.421    2 0.70  9801.000      0
  89136  137.361206   -9.658846   7157.31  10937.11        3.618        1.702        0.308        2.930        0.282        3.802        0.528        6.858        1.257   6.359   99    9        1.589        0.091        2.024        0.169   3.084    1 0.01  9801.000      0
  89137  137.473557   -9.658386   5001.75  10944.27        7.233        3.104        0.318        2.400        0.278        3.011        0.513        4.900        0.541   6.359   99    7        2.326        0.144        3.079        0.266   4.238    0 0.00  9801.000      0
  89138  137.482117   -9.659406   4837.79  10924.27        2.320        0.927        0.325        1.400        0.278        1.360        0.517        1.390        0.772   6.359   99    7        1.276        0.091        1.311        0.167   3.084    0 0.04  9801.000      0
  89139  136.544312   -9.659187  22828.52  10922.11        1.158      -99.000      -99.000        0.625        0.542        0.767        0.839      -99.000      -99.000   6.359   99    0        0.654        0.176        0.915        0.270   3.084    0 0.56  9801.000      0
  89140  136.638901   -9.659358  21013.96  10921.68        2.204      -99.000      -99.000        0.201        0.399       -0.278        0.705      -99.000      -99.000   6.359   99    0        0.309        0.188        0.468        0.321   3.670    2 0.75  9801.000      0
  89141  137.084961   -9.659290  12456.74  10929.84        2.147        1.046        0.308        1.275        0.293        0.884        0.542       -0.862        0.404   6.359   99   13        1.116        0.095        1.049        0.173   3.084    0 0.00  9801.000      0
  89142  136.702423   -9.659431  19795.13  10921.92        1.167      -99.000      -99.000        0.344        0.320        1.133        0.581       -1.019        0.752   6.359   99    6        0.361        0.108        0.762        0.186   3.084    0 0.62  9801.000      0
  89143  137.013641   -9.659617  13824.94  10923.13        0.321        0.465        0.331        0.942        0.286        1.178        0.538       -2.791        0.526   6.359   99    9        0.439        0.093        0.571        0.173   3.084    0 0.46  9801.000      0
  89144  137.229660   -9.659685   9680.85  10921.98        0.914        0.182        0.351       -0.321        0.293       -0.189        0.542        1.279        0.509   6.359   99   16        0.159        0.095        0.491        0.173   3.084    0 0.72  9801.000      0
  89145  136.790787   -9.659509  18100.15  10922.33        0.303      -99.000      -99.000        0.994        0.278        1.170        0.524        0.946        0.757   6.359   99    6        0.425        0.091        0.500        0.169   3.084    0 0.49  9801.000      1
  89146  136.988846   -9.659659  14300.47  10922.12        0.685        0.421        0.334        0.149        0.305        0.205        0.588       -2.155        0.984   6.359   99    8        0.175        0.102        0.376        0.196   3.084    0 0.51  9801.000      0
  89147  136.910828   -9.659625  15797.16  10921.99        0.248        0.057        0.292       -0.261        0.278       -0.444        0.528        1.054        1.176   6.359   99    4        0.100        0.091        0.149        0.169   3.084    0 0.42  9801.000      0
  89148  136.618942   -9.659265  21396.93  10922.93        1.517      -99.000      -99.000        1.012        0.534        1.373        0.839      -99.000      -99.000   6.359   99    0        0.491        0.174        1.145        0.270   3.084    0 0.87  9801.000      0
  89149  136.895462   -9.659537  16092.04  10923.50        1.328        1.046        0.292        1.035        0.278        0.986        0.528        1.315        1.405   6.359   99    4        0.851        0.091        0.971        0.169   3.084    0 0.64  9801.000      0
  89150  137.056458   -9.659643  13003.36  10922.87        1.192        0.010        0.305        0.850        0.286        1.637        0.535       -2.579        0.954   6.359   99    9        0.638        0.093        0.978        0.171   3.084    1 0.12  9801.000      0
  89151  137.276627   -9.659569   8779.67  10923.91        0.617       -0.037        0.338       -0.066        0.293        0.478        0.542        1.168        0.729   6.359   99   12        0.128        0.095        0.471        0.173   3.084    0 0.30  9801.000      0
  89152  136.821274   -9.659500  17515.24  10923.06        0.551       -0.426      382.400       -0.167        0.286        0.049        0.535       -0.123        0.776   6.359   99    6        0.114        0.093        0.326        0.173   3.084    0 0.50  9801.000      0
  89153  137.214996   -9.659029   9962.22  10934.81        9.334        0.337        0.351        1.443        0.293        4.820        0.542       17.694        0.536   6.359   99   18        1.874        0.095        5.667        0.173   3.084    0 0.98  9801.000      0
  89154  137.723419   -9.658299    208.33  10939.46       14.595        3.177        0.308        3.702        0.617        8.239        1.211      -99.000      -99.000   6.359   99    0        3.833        0.205        8.580        0.395   3.084    0 0.73  9801.000      0
  89155  137.127075   -9.658912  11648.83  10937.27       13.222        4.433        0.315        6.587        0.297        6.803        0.559        7.522        0.653   6.359   99   16        7.243        0.097        8.407        0.180   3.084    0 0.98  9801.000      0
  89156  136.699310   -9.658998  19855.01  10930.27        4.824      -99.000      -99.000        1.182        0.312        3.417        0.584        7.361        1.010   6.359   99    6        0.969        0.102        3.129        0.186   3.084    0 0.98  9801.000      0
  89157  136.645142   -9.658691  20894.28  10934.83       10.748      -99.000      -99.000        1.968        0.373        6.506        0.733      -99.000      -99.000   6.359   99    0        2.211        0.121        7.344        0.240   3.084    0 0.98  9801.000      0
  89158  137.003281   -9.659528  14023.45  10924.80        0.831        0.503        0.338        0.287        0.290        0.558        0.538       -0.561        0.788   6.359   99    9        0.364        0.095        0.593        0.171   3.084    0 0.45  9801.000      0
  89159  136.780289   -9.659395  18301.29  10924.33        0.468      -99.000      -99.000        0.371        0.286        0.031        0.535        0.415        1.342   6.359   99    6        0.359        0.093        0.466        0.178   3.084    2 0.39  9801.000      0
  89160  136.906265   -9.659539  15884.78  10923.59        0.803        0.490        0.289        0.242        0.278       -0.161        0.528       -1.279        0.741   6.359   99    4        0.595        0.091        0.549        0.169   3.084    0 0.69  9801.000      0
  89161  137.237930   -9.659561   9522.09  10924.33        1.186        0.080        0.351       -0.664        0.293       -1.798        0.545        0.684        0.468   6.359   99   16        0.277        0.138       -0.085        0.258   3.733    0 0.68  9801.000      0
  89162  137.285553   -9.658731   8608.61  10940.16       11.411        3.104        0.308        5.568        0.309        7.211        0.563        8.131        0.745   6.359   99   11        5.283        0.102        6.971        0.180   3.084    0 0.52  9801.000      0
  89163  137.496613   -9.659380   4559.52  10924.49        0.367        0.021        0.371       -0.249        0.278       -0.128        0.520       -1.635        0.585   6.359   99    7        0.100        0.093        0.217        0.165   3.084    0 0.41  9801.000      0
  89164  137.494446   -9.659392   4601.12  10924.28        0.665        0.063        0.380       -0.162        0.278        0.185        0.517       -1.355        0.664   6.359   99    7        0.101        0.091        0.368        0.165   3.084    0 0.56  9801.000      0
  89165  137.677368   -9.659143   1091.92  10924.50        2.832        0.617        0.308        1.295        0.591        2.053        1.165      -99.000      -99.000   6.359   99    1        0.932        0.197        1.417        0.382   3.187    2 0.88  9801.000      0
