|  id|   xcenter|   ycenter|aperture_sum_0| aperture_sum_1|residual_aperture_sum|
|long|    double|    double|        double|         double|               double|
|    |       pix|       pix|              |               |                     |
|null|      null|      null|          null|           null|                 null|
   82 518.491028  710.77002 -233.074067358   131.256690006        -267.869439479 
   83 610.969971  730.38501  446.169385051   535.875835915          309.07030789 
   84 455.136993 736.482971  69.7589948078  -12.3190355571          71.265238236 
   85     75.764 732.280029  191.637200216   202.459503035          138.83894401 
   86 680.333008 731.994019  36.8312328087   22.4315918743         29.5511447579 
   87 996.221008 730.572998  48.6979086926  -1.22545164416         47.3992558425 
   88     46.007 721.799011  138.104645169   166.422326444         94.4180108959 
   89 861.176025 722.023987  198.691966615   89.4544382277          174.46585519 
   90 838.632996 718.106995  160.294940652   196.396234249         109.029718332 
   91 803.817993 681.723999  7057.07816336   7004.79580096         5284.38055676 
   92 795.357971 716.052002  168.272646939   205.865763264         114.613153579 
   93 196.210999  615.22998  77.7048535206   147.086312017         38.9071275869 
   94 272.645996 698.671021  126.881264287   118.099753018         95.4124856165 
   95  38.360001 545.211975   171.75769818   300.217852524         94.2422691644 
   96      7.374 520.179993   189.73424987   394.925365875         88.2730199484 
   97 997.211975 686.692017  2186.36931057   547.873480664         2046.23675484 
   98 528.223022 686.223999  518.791653661   502.232459512         390.198951175 
   99 561.578979 687.814026  25.6533024161   -17.856680847         28.5596813447 
  100  95.959999 681.671997  721.118675446   727.831719228         535.485567541 
  101    148.875 669.809998  134.464166583   258.798334141         67.4212281423 
  102 583.114014 676.619019  52.3425007875   57.0292168839         36.3147663146 
  103 305.789001 681.382996  38.0282376001 -0.157052312159         36.4594511905 
  104 639.984009 671.539001  24.7481766033  -34.5192655328         31.8675152155 
  105  73.088997  645.52301  346.126454299   407.347495079         241.524419364 
  106 311.752991  660.06897  207.956374216   56.3452566783         192.101571903 
  107 262.786987 710.103027  22.7366886981   49.1886630187         8.69135599248 
  108 602.289001 707.396973  112.176088915   121.284752009         79.9020166721 
  109 201.845993 647.973999 -2078.80298625   4457.05955085         -3207.3322175 
  110 213.660004 678.536987  149.223977407   266.496138101         80.2347300136 
  111 542.221985 629.072998  433.914117348   542.609006705         295.112628609 
  112 340.329987 706.021973 -16.6473445528  -44.7092850045        -6.95156644957 
  113 512.307007 636.122009  37.9915654415   29.3665376529         28.9580491247 
  114 824.973999 620.099976   854.91800672   852.440378822         637.778906858 
  115 512.077026  618.61499  493.215570668   439.318342827         380.530042376 
  116  99.300003 611.617981  345.629163534   473.335114342         224.342851531 
  117 969.606995 616.400024  221.310516488   117.736866452         189.933489877 
  118 698.262024  615.11499  139.811925261   80.9494771328         117.736203999 
  119 963.348999 605.286987  136.390718306   207.856886628         82.2277902981 
  120 780.862976 606.838989  132.018269547   161.647579812         89.5388798546 
  121    463.263 607.578979  8.35112985303  -20.1669980869         11.8416482517 
  122 577.708984 603.267029  76.6858957553   17.9029084347          70.550837789 
  123 602.642029 598.643982  75.5842458985   7.35187100339         72.1169070259 
  124 812.232971 588.033997  814.666315203   806.445339417         609.156578391 
  125    554.388 567.004028  -2.2562936187  -3.95157519534        -2.86567473634 
  126 562.421997 586.367004  58.4405033131   74.0113230027         38.1190215153 
  127 786.005005  595.10199  111.359647509   154.331229379         70.7301202474 
  128 751.387024 595.435974 -3.78653315536   45.3570942075        -16.8630938949 
  129 765.489014 592.163025  175.249753732   152.416615176          135.10431658 
  130 792.104004 630.155029  6726.59416131   3748.24462633         5777.28134553 
  131 901.992004 569.392029  167.337317827   260.339475194         99.9047180435 
  132    935.237 584.447998  70.7783219479   71.0928506582         51.1947452565 
  133 932.736023 547.642029  248.944851603   185.289311883         200.487898049 
  134 921.098999 574.893005  160.298139752   225.156867092         101.761093227 
  135 916.294006 562.465027  157.021429743   268.287381628         87.5792852208 
  136 468.290985 574.630005  72.8968085914   40.8851518482         60.9509315496 
  137  477.22699 580.088989  7.47689634438   93.3045659795        -17.7226794802 
  138 498.052002 578.278015  46.4442109284   45.4687560525         33.3394176632 
  139 481.410004 570.573975  40.0359159077  -36.4479377505         47.6428990509 
  140 511.644012 586.583984    35.28405228   61.6272664444         18.0937492268 
  141  579.30603 566.091003  2.68164504957   108.058442044        -26.2482935133 
  142 238.755005 577.208984  73.2641193603   116.713542957         42.1458293568 
  143  484.31601 582.695984 -18.3081027943   61.1602172853        -35.3803173688 
  144 428.959991 578.554993 -60.1739253476  -110.761653984        -33.7774988901 
  145 304.674988 574.942993  117.404016415   48.8908160218         103.433991197 
  146 872.849976 575.023987  131.725066577   69.6064543478         112.517309595 
  147 325.824005 575.245972  17.5228439129   2.37018157285         15.3150729358 
  148 159.453995  568.64502  282.190356135   309.914118068         202.223328128 
  149 446.710999 574.414978  20.4014003113  -44.5667687161         30.0611446665 
  150 405.955994 569.198975  56.1697229261  -32.1488439199         62.6897253082 
  151 944.398987  566.51001 -101.353312881   160.803638819        -143.619320949 
  152 993.208008 551.760986  254.906622754   464.539450579         135.844202033 
  153 451.743988     567.75 -15.4833436242   12.5969382783        -20.2768427164 
  154 456.079987    557.625 -46.9789342355   92.7619701213        -72.0413203912 
  155 439.337006 560.861023  72.2869593106  -3.65221792374         71.6018888482 
  156 966.505005 560.369995 -60.2744592325   117.376094303        -91.5602683912 
  157  58.074001 558.820007  196.830541107   230.340881476         136.982770944 
  158 879.067993 586.664001  47.4201206597   60.2725449532         30.5723447193 
  159 576.565979 579.038025  66.4260992369   78.1033259485          45.069997435 
  160      572.5 543.887024  61.3778437537   88.1385840666         37.4844322449 
  161 573.158997 520.205994  271.670838085   143.495232668         233.781078881 
  162 417.322998 552.080017  3.12059305734   -36.945120154         10.8532835539 
  163 681.385986  704.08197  95.0396956632   61.7578783955         77.8163687488 
  164  87.853996 549.289978  200.022206341    151.30812016         160.157040521 
  165  69.407997 521.117981  101.168674981   103.546983007         73.3794114927 
  166  70.762001 510.067993 -39.1304415762  -148.198732763        -3.26844260768 
  167 833.351013 538.929993  101.699785471   41.3065781722         89.6473552055 
  168  657.43103 541.677002   30.035316743  -50.7372486691         41.2552022024 
  169 777.356018  528.77002  366.744975551   164.639044368         323.509225438 
  170 766.778992 512.583984  4370.80512043   2770.97693697         3668.58418463 
  171 601.031006    535.513  30.1814992203   18.2429440279         23.9604668225 
  172      543.5  523.36499  81.4927308429   164.512133676         38.2890687662 
  173 539.241028 517.349976  159.447055842   342.798865173         71.1654646163 
  174 536.705017 511.572998  260.431949901   436.499464867         148.459145321 
  175  93.837997 492.838013  128.352304166   -119.46173582         156.948455019 
  176 118.851997 522.213989  428.059760724   531.967376638         291.948896477 
  177 113.614998 508.730988  176.841786445   233.201686867          116.27069166 
  178     88.736 527.077026  145.502913927  -7.69002807395         145.838761389 
  179 632.562988 527.273987  38.9846572467  -48.9449309662         49.7513739833 
  180  35.581001 659.731995    3259.374719   2347.09685998         2664.32741254 
  181 386.157013 510.144012  34.3940817873   37.3679078642         23.3375029776 
  182 405.403015 461.177002  378.555870283   314.820357835         297.348351036 
  183     51.722     500.75  47.3470702954   57.9341472532         31.0905336747 
  184  64.535004  616.80603  270.803051436   431.293707631         160.146467944 
  185 943.208984 494.983002   192.66129782   59.2707278312         176.066820826 
  186 597.879028 495.906006  68.1466708501   29.4591392025         59.0897412032 
  187 368.644012 502.524994  1400.16162295    713.51785171         1218.14762624 
  188 141.462997 483.873993  89.5376990954   82.3426203367         67.1097361939 
  189 775.012024 485.372009  253.023741325   76.4220842561         232.092723843 
  190 457.885986 485.003998  23.9516651354  -5.62558211819         23.7655391015 
  191     29.313 446.552002  467.447941108   534.376131054         330.728048583 
  192 446.519989  481.56601   53.475662767   -129.38343689         84.5804116184 
  193  733.02002 480.462006  23.1066811889    12.389734949         18.3655712841 
  194 918.861023 463.303009  44.1623003067   37.4075232869         33.0957051531 
  195 892.114014 470.792999  231.351365206   180.130713037         184.198709237 
  196 368.329987 468.003998  71.6188486526   97.9737263763          45.238724619 
  197 699.955994  475.06601  343.498153739   110.864300642         313.858783273 
  198 606.616028  470.57901  99.8357922963   66.5994474984         81.3883254408 
  199      3.327 442.136993 -367.944654386  -111.217751392        -341.432908486 
  200 722.471985 454.813995  166.686578511   154.928425239         125.906056543 
  201  65.438004 455.627014  218.623429425   243.240165067          155.51421077 
  202 995.450012 459.447998 -11.5726260529  -32.8485388209        -4.87571315756 
  203 551.728027 453.664001  449.202117959   245.271879653         385.579201591 
  204 945.802002 454.920013  31.6550945103   58.0281908307         15.3747799579 
  205 116.179001  453.29599  63.6296534908  -28.6451323552         69.2637791712 
  206 234.783997 476.455994 -14.8527933178  -53.2833826127         -2.9891446094 
  207 396.707001 487.725006  592.272313365   364.461877078         498.513456907 
  208 377.760986 443.145996   20.069072826   3.77100687386         17.5071178716 
  209  378.46701 491.553009  1357.67326417   778.270622621         1159.28720884 
  210 110.918999 441.933014  221.931193182    138.67108225         185.261169787 
  211 514.846985 415.962006  29.1244121117   125.586741494        -4.23737302823 
  212 519.661987 426.830994 -11.0332193472   107.601725234        -39.8476818573 
  213 544.367004 434.274994  54.8363479013   109.746747504         25.4795390198 
  214  461.03299 427.757996  26.9680956904   14.0586003981         21.8050306696 
  215 457.848999 415.154999  71.8757635411   118.472664686         40.3126980683 
  216 459.009003 503.651001  98.2916723265   74.8743369223         77.7519865154 
  217 392.764008 424.372986  110.181882824   46.9343271919         96.7065352761 
  218 812.473022 432.454987 -23.5198385266  -83.5895413648        -3.99359560538 
  219 500.692993 420.192993  38.1873153479   95.9955326377         12.3073568424 
  220 163.199005 427.570007  7.01413247109    65.428303776         -11.137222984 
  221 168.848999 424.027008  32.2818131389 -0.752136026391         30.8634874018 
  222 821.481018  423.13501  3.55284523944  -109.459223295         29.6199657647 
  223 531.744995 431.766998  88.6448565816   88.0350029638         64.7776344677 
  224     31.086 412.937012  334.719177412   321.324115944         251.867251176 
  225  521.28302 401.908997   78.358029907    124.80991684          45.192656729 
  226 325.425995 400.674011 -25.3032974885  -113.557415626         1.80000796191 
  227      5.995 396.385986   222.73979879   127.635097327         188.860108372 
  228 557.872009 399.290985  107.498796177   190.341307061          57.764498657 
  229 426.397003 410.053009  204.276789191   175.706571949         158.242730869 
  230 954.297974    384.444  502.486985727   329.080327446         417.673982806 
  231  90.000999 383.783997  36.6524929281   18.2975538819         30.4176530018 
  232 541.104004 378.647003  145.303315645   209.815690175         90.6451247151 
  233 465.200012 383.121002  18.9348353649   62.9127768566         1.41950449384 
  234 437.393005 381.516998   30.510653038    51.539778741         15.8708653942 
  235 627.835999 376.817993  125.455432899   152.614149269         85.2600513247 
  236 758.541992  370.03299  228.921138525    77.474417901         207.724049524 
  237 801.755981 367.106995  1391.02455214   609.925289969         1235.20284758 
  238 408.442993 360.541992  200.187216752   143.488571155         162.299141841 
  239 540.906982  361.95401  145.211385926   142.406263595         107.596961124 
  240 533.801025 361.209015  39.5569982684   204.802010574        -13.8335363869 
  241 295.731995 359.882996  20.9812022662   -99.558977531         44.5451495415 
  242  457.40799 358.753998  80.4198186396   94.8331270979         54.8337621767 
  243 514.094971 318.238007  68.4678750609   103.444951819         40.7044090884 
  244 498.414001 323.117004  185.452719159   239.871514221          123.19522852 
  245  479.34201 334.632996   179.06538719    310.04198129          99.066030309 
  246 491.201996 347.899994  155.876128027   202.883944475         102.970556257 
  247    506.819 345.463989  242.383029168   244.404420815         178.979440664 
  248 535.010986 351.812012  60.7836906823   252.022801455        -4.54612542059 
  249 696.460022 338.463989  9616.93844151   5108.30377301         8323.74894272 
  250 630.640991 341.595001  256.534281475   301.365547207         178.728669903 
  251 624.549011 334.630005   223.57438579   213.335245739          168.02631217 
  252 234.186996 334.372986  4511.89021305   2376.41145418         3909.43101908 
  253 521.166992 337.860992  146.641075921    195.04261482         95.7181020688 
  254 820.679016 327.424011  164.201411541   175.087708243         118.323826413 
  255      5.444    325.763  203.096541885   52.3355936848         188.255540784 
  256    167.987 320.121002  177.249823063   46.8621911364         163.792714359 
  257 353.053986 990.528015  28.8667626579  -76.4739408612         46.5939006617 
  258 131.397003 260.589996  182.047413665   234.284531626         121.202532946 
  259 573.424988 301.869995 -5278.71234014   7732.18905998        -7235.32369914 
  260  328.46701 317.651001  47.2116272561   13.2630753776         42.2497023886 
  261 634.059998 257.200989  181.854311209   252.916779114         116.298462236 
  262 649.010986 297.225006  188.216946768   277.609947093         116.417689397 
  263 663.184021 276.089996  892.261461165   799.821202223          688.42656793 
  264 661.117981 264.200012  615.063416545   830.476667596         403.477610584 
  265 522.642029 301.341003 -12.9106589304  -45.7682055896        -2.94714386933 
  266 512.439026 298.457001  61.1627951775   126.921917645         27.4634247592 
  267 506.898987 306.333008  74.6386772435   94.9730326115         49.0172471396 
  268 913.606995 296.346985  62.5215816877  -13.4682568945         64.3183936713 
  269  38.752998 298.050995  147.775301607   35.6083255228         137.163614728 
  270  499.36499 291.312012  81.8342368561   119.442759582         50.0258930687 
  271 514.903992 283.951996  74.6127400555   125.967748188         41.1546213712 
  272 519.469971 277.428009  48.4055941614   163.842369542         5.37127491769 
  273 523.640015 289.958008  41.2324872823  -2.09828257834         40.1545205745 
  274 241.731003 289.364014  101.654975442   23.8040538349         94.0278747864 
  275 153.572006 288.130005  143.900880782   133.202223237         108.613600999 
  276 151.537003 283.845001 -194.337094695   131.062249439         -229.08330456 
  277 938.609009 286.631012 -48.9831445713  -5.95842345123         -49.085115167 
  278 136.205994 284.910004 -68.5164862579  -20.5409681535        -64.9314134523 
  279 686.106995 277.636993  159.422816748   216.570738033         103.056682854 
  280 533.588013 279.210999 -32.4788572608   52.1411093756        -47.2706850453 
  281 813.309021 281.914001 -41.0670708267   -91.223833797        -19.6105771769 
  282 623.976013 274.118988  27.9578516295   11.8884247031         23.3434927597 
  283 523.348022 264.285004  37.6305066207   165.877196218        -5.91829719513 
  284 546.538025 255.835999  58.5066749574   94.8086605034         32.9268046162 
  285 887.159973 257.776001  4271.37802469   2236.25735246         3704.35532458 
  286  83.012001    263.763  156.327360429   88.6659296812         132.300615116 
  287 277.906006 257.273987 -23.0985894302  -47.0059629277        -12.8221204151 
  288 548.450989 243.716003  91.9369829727   223.877312984          33.723458276 
  289 936.817993 316.036987 -1.40349219588   -23.312123623         2.88223819017 
  290  37.740002 250.046997   21.854749356  -80.2147447039          40.527710356 
  291 498.617004 268.563995  211.382087733   220.044993325         154.137524846 
  292 590.202026 246.134995  13.4441048689   70.2976791815        -5.93842105907 
  293 709.672974 268.811005   178.71864241   175.494380669         132.738234427 
  294 665.718994 236.074005  75.5265820735   142.248331067         37.9520888539 
  295 468.088013 240.164993  118.110561051   72.6982050322         98.1210873524 
  296 745.216003 226.205002  214.341823292   128.828735336          180.16033403 
  297  530.69397 224.966995  97.4903303836   29.2755012713         88.4798316605 
  298 959.442993 224.899994 -21.8730364307  -119.687372003         6.78016416305 
  299  66.370003 218.259995 -20.0337998516  -91.2020015233          1.4171737369 
  300 731.491028 212.654007  84.9515368396   35.1971240122          74.443817947 
  301  740.05603    212.625  130.414793145   119.243900951         98.6567286757 
  302 718.083008 214.817001  210.911820732   62.7513709831         193.437299643 
  303 718.325989 210.307999 -84.5256391069   12.7964617423        -89.3695856132 
  304 395.924011 214.076996  70.9096435459   75.6725849213          50.168129105 
  305 324.032013 212.636993  78.9727083133   75.6773469665         58.2299898391 
  306 703.640991 209.794006  34.2144878175  -127.081447169         64.7372027247 
  307  37.543999 212.802002  53.0453020429  -36.5629087596         60.6813543993 
  308 288.458008 209.261002  13.5378567716   5.13289524561         10.6315626338 
  309 108.003998 207.705002  9.14512302986   20.5846859112          2.3320057707 
  310 431.325989 191.376999  -60.589393524   57.4009962339        -76.7111285043 
  311    449.388 175.662994 -13.5116599853   84.7923566506        -36.5590130067 
  312 802.304993 196.289993  424.294828546   171.921129449         379.217879637 
  313 788.932007 184.175003  2023.92420738   967.632413086         1777.66001046 
  314 708.004028 193.261993  122.881073445   6.77361327754          119.55994097 
  315 835.580994    187.041  165.583759841   99.3927123304           138.8448601 
  316 548.982971 195.531006   161.37234694   106.946379066         132.723581831 
  317 497.744995 181.639999  281.774660349   230.104842962         221.986570048 
  318  97.626999 177.533997   40.667155799   -37.028234544         48.4208608969 
  319    481.638 174.186005  141.793632979   62.0433100957         124.498137654 
  320 144.929993 262.209015  117.430877789     166.2630286         73.7845203043 
  321 740.692993 163.968002  61.4917233332   6.40436917977         58.2639503538 
  322 679.859009 159.988998  1814.67463978    896.06497916         1586.50551751 
  323     82.513    159.263  100.602059999   25.6428339662         92.5100430831 
  324 888.150024 153.229004  311.692544843   183.837245696         263.602730987 
  325 452.223999 145.354996  190.864388417   118.084468064         159.399474387 
  326 513.757019 145.134003  105.035293557   197.091121262         53.5943763469 
  327 508.601013 144.595993  186.125489677   125.561371021         152.770119195 
  328 432.204987 142.529007   52.709670104   95.3728617275         26.9871474039 
  329 103.496002 145.906006 -57.0491969038  -33.4590107377        -50.1979325905 
  330    412.931 138.619003  668.760559104   543.235837528          529.80058277 
  331 574.877014    156.291  209.591014476   235.033040517         148.556881139 
  332 863.674011 137.065002  82.9626943507   51.6942368006         68.2838536074 
  333  771.79303 141.067001 -13.6835970531  -46.3244588252        -3.57943919869 
  334      1.833 131.953003  38.3384673991   -35.341318228         45.6656534088 
  335 522.476013 133.884995  86.7709533824    93.257189612         61.5833561752 
  336 632.653992 125.225998  6791.50415655   3543.12268653         5894.05427074 
  337 535.046997 121.870003  421.982348942   381.077037455         324.022523539 
  338 481.417999 119.447998  182.991650272   68.2652768462         164.122995947 
  339 879.109009 119.926003  12.4390797758  -66.0045552199         27.5191434842 
  340 394.066986    121.084  12845.7196236   6737.83802518         11140.5194892 
  341  49.481998  91.650002  502.768136865   348.695032884         412.995761507 
  342 870.655029     83.848   2324.1333305   1104.99133258         2043.13937221 
  343 548.827026 987.942017  69.8707339427   22.4539067841         62.5850038011 
  344 677.341003  73.751999  647.705598056   492.349970086         521.611579317 
  345 102.593002  78.071999  233.565160562   120.646614768         201.452434624 
  346 207.240997  78.030998  45.2032531037  -1.19201374228          43.896145831 
  347     84.708  73.973999   24.861746439   -77.771466438         42.9169501689 
  348     14.482  66.839996  1143.92154426   582.346720884         995.072791494 
  349  83.038002 982.585022  53.5988519113  -25.5838225029         58.4589575203 
  350 443.042999 981.661987  233.094591229   239.608821283         170.903519743 
  351  544.27301  64.809998  13.1646601982  -61.0372679813         26.9887974541 
  352 439.811005 969.991028  579.652069042   442.537772203         466.152541816 
  353 450.067993  58.773998  74.0813499551   114.257366726         43.5840783367 
  354 808.031006  56.962002   563.84583824   210.832003865         508.930683059 
  355 243.841995  59.314999  30.8935687326    16.274736398           25.17017698 
  356 723.940002  56.147999 -76.3050941137  -75.9546135829        -58.7092625625 
  357 170.526993  49.435001  6.60795918433  -41.2204912121          15.421632388 
  358 119.322998     45.569 -13.4433418492   -52.462439737        -1.78725993213 
  359 673.432007     43.264 -70.6393625521   13.1092712139        -75.5623996507 
  360 837.049988 976.531006  283.781616151   273.585800481         212.999822022 
  361 821.867981 972.629028  160.060735202    161.73347271         117.559628392 
  362  972.18103 974.689026   60.588764627    9.2645703681         56.6378197916 
  363 478.106995  40.367001  29.9853606803   40.5820795481         18.1161122892 
  364 213.149002 963.275024  150.471850637   22.4999593267         143.174476594 
  365 582.627991  37.040001 -12.3591157927  -133.141628767         19.6958524372 
  366 762.502991     35.076 -40.8168160618  -71.0432950745        -24.4627598569 
  367  82.397003  31.167999 -69.5436675808  -130.491993085        -38.1586319285 
  368 253.128998     27.437  16.0207249333   36.9152915808         5.07858540113 
  369 116.133003     23.434  16.4981463871   -126.46242217         46.8643473195 
  370 743.700989      89.18 -65.4932883135   -107.95350622        -39.8068725499 
  371 174.585999 972.830994 -33.7736547464  -120.610433612         -4.8870677112 
  372 570.250977 950.491028  90.6500834302   12.3097787052         85.9291896226 
  373 562.614014 920.406006 -183.178252285  -111.313821264        -156.642216125 
  374  33.919998 954.606995  116.896016178   61.4163239408         99.7590477229 
  375 347.919006 961.018982 -42.3052560002  -79.2777710273        -23.8691989618 
  376 264.911987 958.215027 -17.8726460101  -46.6759395594        -7.67961994034 
