|  id|   xcenter|   ycenter| aperture_sum_0| aperture_sum_1|residual_aperture_sum|
   80 859.164978 744.482971   40.3903760861   2.58608372318         39.0826478231 
   81 525.679016 733.427979   10.5514731884  -4.42931921084         12.7912869523 
   82 518.491028  710.77002   14.8254511888   3.04241435298         13.2869661036 
   83 610.969971  730.38501   133.434635596   103.742819421          80.974069133 
   84 455.136993 736.482971    30.678446057   7.51408370499         26.8787316303 
   85     75.764 732.280029    33.144051363   24.5644217684         20.7223388243 
   86 680.333008 731.994019   33.8324353862   19.3684355141         24.0382240448 
   87 996.221008 730.572998   37.4405217419   9.86223666786         32.4533956441 
   88     46.007 721.799011   47.4565820568   24.0003462056         35.3201106916 
   89 861.176025 722.023987   2.47152682366    15.478589167        -5.35567085883 
   90 838.632996 718.106995   94.7436692802   30.8753092582         79.1306733886 
   91 803.817993 681.723999   750.748018669   611.499589777         441.525510061 
   92 795.357971 716.052002    15.470222409   20.7557016813         4.97449968221 
   93 196.210999  615.22998   8.41767609827   15.7474485955        0.454521845515 
   94 272.645996 698.671021   17.1276862114   4.69173223379         14.7551756892 
   95  38.360001 545.211975   2.93337807492   32.1544398283           -13.3264473 
   96      7.374 520.179993   17.5188409821   36.7916266596        -1.08591244977 
   97 997.211975 686.692017   439.969716433   103.127872278         387.820115834 
   98 528.223022 686.223999    101.11306039   70.1988952327         65.6149523813 
   99 561.578979 687.814026   14.1661269625   5.25831602118         11.5071069103 
  100  95.959999 681.671997   111.191615613   79.8867611937         70.7945571135 
  101    148.875 669.809998   8.87232701113   15.3143169294         1.12819835154 
  102 583.114014 676.619019   58.8439297638   42.0985236098         37.5555899236 
  103 305.789001 681.382996   6.84357569072  -16.2539149493          15.062839349 
  104 639.984009 671.539001   32.1883202434   15.3487722113         24.4267682709 
  105  73.088997  645.52301   30.8752397252   34.7722263922         13.2916546261 
  106 311.752991  660.06897    14.674171587   5.07561926697         12.1075374491 
  107 262.786987 710.103027   4.45408387954  -5.07855366248         7.02220187973 
  108 602.289001 707.396973   41.0153681672   13.3602175855         34.2593865339 
  109 201.845993 647.973999  -54.5460381406   158.075421609        -134.481461216 
  110 213.660004 678.536987   33.5216285444   44.6627614948         10.9366074231 
  111 542.221985 629.072998   83.4560305999   95.1746713838         35.3281967742 
  112 340.329987 706.021973   19.6651060249  -20.3388577348         29.9500395165 
  113 512.307007 636.122009   18.4271519414   17.3624999477         9.64730011593 
  114 824.973999 620.099976   161.982132405   117.969893881         102.327232981 
  115 512.077026  618.61499   89.7199275609   74.6213493243         51.9854773347 
  116  99.300003 611.617981   55.9899192609   45.5380118627          32.962302398 
  117 969.606995 616.400024   5.56907534861   16.8952731261         -2.9745096791 
  118 698.262024  615.11499   25.1048498401   6.09810215645         22.0211675644 
  119 963.348999 605.286987   6.09786197291   12.7199866508       -0.334368313728 
  120 780.862976 606.838989   22.8031414109   3.85092427726         20.8558098258 
  121    463.263 607.578979   35.9482284006   24.9077658288         23.3528939766 
  122 577.708984 603.267029   18.7205630383   27.6066514215         4.76045881327 
  123 602.642029 598.643982   63.6009212636   39.4074605724         43.6733955223 
  124 812.232971 588.033997    123.82256234   92.4320635424         77.0816077385 
  125    554.388 567.004028   24.5767929132   24.3054657502          12.286028998 
  126 562.421997 586.367004   28.0560165786   45.4561537755         5.06979363241 
  127 786.005005  595.10199   13.9498620202    7.1679209231         10.3251948472 
  128 751.387024 595.435974   34.7329044549   11.9390003753         28.6956025367 
  129 765.489014 592.163025   29.4240657641   9.67336049267         24.5324503841 
  130 792.104004 630.155029    247.36672318   74.8201982444         209.531719228 
  131 901.992004 569.392029   17.1868954414   31.4019396571         1.30759360982 
  132    935.237 584.447998   20.6880888482   17.2326483563         11.9739002473 
  133 932.736023 547.642029   44.6919572425   46.2706110113         21.2938803657 
  134 921.098999 574.893005   18.2215542764   35.5091397512        0.265327557792 
  135 916.294006 562.465027   21.3050888984   31.0302576417         5.61373886127 
  136 468.290985 574.630005   11.7201509105   42.3531859172        -9.69696631381 
  137  477.22699 580.088989   20.6425106155   33.6174379921         3.64287777408 
  138 498.052002 578.278015   23.1909348429   27.6752720655          9.1961305984 
  139 481.410004 570.573975   18.4962619063   27.6724123485         4.50290376073 
  140 511.644012 586.583984   22.6292538711   26.6630110045         9.14632880022 
  141  579.30603 566.091003    19.174965897   33.7696798989         2.09834751847 
  142 238.755005 577.208984   21.4749920567  0.864740352783         21.0377110091 
  143  484.31601 582.695984   13.4264503091   21.1971232423          2.7075099634 
  144 428.959991 578.554993   33.8157259109   21.7813646467         22.8013469488 
  145 304.674988 574.942993   119.935903489   67.7979728527          85.651891538 
  146 872.849976 575.023987   46.2625475163   22.6626772514         34.8025072667 
  147 325.824005 575.245972 -0.600516796427  -17.1012744206         8.04723876245 
  148 159.453995  568.64502   54.8478920918   21.7022392258         43.8735251944 
  149 446.710999 574.414978   9.60715580027   8.77455677508         5.17004659648 
  150 405.955994 569.198975   16.6723799349   6.75293778291         13.2575610264 
  151 944.398987  566.51001 -0.505702050132    6.5629380953        -3.82444210425 
  152 993.208008 551.760986   20.5880164756   26.0459248971         7.41713889805 
  153 451.743988     567.75   8.78685158441    23.151385725        -2.92031828345 
  154 456.079987    557.625   23.6712518085   26.8956562681         10.0706829104 
  155 439.337006 560.861023   59.5096794702   31.6497591376         43.5050605286 
  156 966.505005 560.369995  -12.3829664409  -18.4507369679        -3.05281599391 
  157  58.074001 558.820007   19.4697178285   27.2281752849         5.70100104246 
  158 879.067993 586.664001   73.7653888999   38.9225363871         54.0830791417 
  159 576.565979 579.038025   16.3804089292   27.3811296826         2.53434631439 
  160      572.5 543.887024   19.6255560213   41.4887456629        -1.35443190901 
  161 573.158997 520.205994   104.171197745   64.0591097308         71.7778504048 
  162 417.322998 552.080017   10.0650588137   19.5497568809        0.179157062562 
  163 681.385986  704.08197   18.3548238007   12.4805090401         12.0436923157 
  164  87.853996 549.289978     49.62160458   26.0102370682         36.4687735885 
  165  69.407997 521.117981   11.6792739241   10.8536337605         6.19081912373 
  166  70.762001 510.067993   33.4080897853   22.7617670573         21.8979419005 
  167 833.351013 538.929993   18.2643003796    15.323432891         10.5155619695 
  168  657.43103 541.677002   15.2308547459   7.96413670505         11.2035579627 
  169 777.356018  528.77002    110.40495777   28.6202381241         95.9323040225 
  170 766.778992 512.583984   57.4007498966   55.9088563923         29.1288146147 
  171 601.031006    535.513   15.8699986554   14.8349833687         8.36825891734 
  172      543.5  523.36499   15.2987057371    19.294743729         5.54175878477 
  173 539.241028 517.349976   16.7570807391   14.1964039082         9.57825723193 
  174 536.705017 511.572998   7.68756648348   17.1854966174        -1.00277847268 
  175  93.837997 492.838013   9.48390716416  -5.40706267573         12.2181452777 
  176 118.851997 522.213989   88.7741163519   107.352091478         34.4884167599 
  177 113.614998 508.730988    17.404269948   33.8595040543        0.282229379294 
  178     88.736 527.077026   13.4081310922   8.64725045008          9.0353980251 
  179 632.562988 527.273987   11.1375224643   4.48553023056         8.86928396751 
  180  35.581001 659.731995   1822.93200069   599.300195163          1519.8784699 
  181 386.157013 510.144012   13.9304181254    11.026455496         8.35457100055 
  182 405.403015 461.177002   45.0926055937   31.0562379383         29.3881178659 
  183     51.722     500.75  0.837601616916  -5.62825618889         3.68369264774 
  184  64.535004  616.80603   15.4460856664    31.381593306       -0.422927442457 
  185 943.208984 494.983002   98.1277754078   25.7410053711         85.1110892349 
  186 597.879028 495.906006   16.2051372164   31.8179889851        0.115447971547 
  187 368.644012 502.524994   38.8486051185   1.29484578652           38.19382878 
  188 141.462997 483.873993   72.1312858579   32.4843736984         55.7046198494 
  189 775.012024 485.372009  -8.61543824281   -6.4697975509         -5.3437974072 
  190 457.885986 485.003998  -6.26638152411  -6.05398803141        -3.20500683564 
  191     29.313 446.552002    39.640284798   44.7897989964         16.9910234783 
  192 446.519989  481.56601   41.7255843432   18.9003943022         32.1680516195 
  193  733.02002 480.462006     18.14161479   7.35838549307         14.4206336814 
  194 918.861023 463.303009 -0.503787814514   1.15017512092        -1.08540723369 
  195 892.114014 470.792999   32.2279860616   33.1682452611         15.4555005567 
  196 368.329987 468.003998   65.2308275736   26.0480952909         52.0588524735 
  197 699.955994  475.06601    9.8967479661  -5.24862577076          12.550867862 
  198 606.616028  470.57901   31.5045766398   16.6608856419         23.0795164436 
  199      3.327 442.136993   64.2213841437  -9.24891522316          68.898366459 
  200 722.471985 454.813995   86.4645680976   65.0470543336         53.5716379062 
  201  65.438004 455.627014   25.3269303845   14.8347545957         17.8253063322 
  202 995.450012 459.447998   21.2667476459  -7.30062040245         24.9585181605 
  203 551.728027 453.664001    27.304379292   16.2755686219         19.0741658259 
  204 945.802002 454.920013   1.37863621735 0.0671951475488          1.3446570415 
  205 116.179001  453.29599   9.75800856772  -15.5101306818         17.6011561322 
  206 234.783997 476.455994   20.3855459724  -2.28038237736         21.5386874808 
  207 396.707001 487.725006   2.18897113115   -5.8335375544         5.13886864014 
  208 377.760986 443.145996   3.03906922805 0.0780464694072         2.99960276648 
  209  378.46701 491.553009       17.044354   4.52652732046         14.7553841353 
  210 110.918999 441.933014   8.14212034713  -14.2436131076         15.3448165556 
  211 514.846985 415.962006    5.2921963098   9.92726915448        0.272184648475 
  212 519.661987 426.830994   7.77020623711   15.2202100716       0.0736654404235 
  213 544.367004 434.274994   7.86033642671   21.8497936526        -3.18864564747 
  214  461.03299 427.757996   8.66390168389   6.49173353808         5.38116827995 
  215 457.848999 415.154999    8.8006109018   6.69828913919         5.41342666549 
  216 459.009003 503.651001   12.7023606547   7.02532492706          9.1498012842 
  217 392.764008 424.372986   21.2205822493   2.86187499062         19.7733921306 
  218 812.473022 432.454987   12.8341384004  -11.2878672381         18.5421759569 
  219 500.692993 420.192993   3.55847380855    6.7037971056        0.168504309226 
  220 163.199005 427.570007  -2.12136885202   -26.203163156          11.129020813 
  221 168.848999 424.027008  -6.17381951719  -25.6886738538         6.81640370569 
  222 821.481018  423.13501   41.2727471588   3.11352941382           39.69830068 
  223 531.744995 431.766998   20.3067925494   14.8647867583         12.7899818628 
  224     31.086 412.937012   41.7497678134   45.7611595055         18.6093098709 
  225  521.28302 401.908997  0.997274815713   8.87861960439        -3.49245677683 
  226 325.425995 400.674011   -7.0848337542  -21.2028452688         3.63700010024 
  227      5.995 396.385986   16.6980675391   8.90482069843         12.1950866032 
  228 557.872009 399.290985   11.8920688284   11.8992949463          5.8748451124 
  229 426.397003 410.053009   88.0800707854   55.5414847198         59.9939076481 
  230 954.297974    384.444   23.6686438822   8.89046720485         19.1729212068 
  231  90.000999 383.783997   43.3461644774   4.49697075716         41.0721407464 
  232 541.104004 378.647003   7.87795214746   10.2059227633         2.71703120445 
  233 465.200012 383.121002   8.28949760335   5.42437975759         5.54650260495 
  234 437.393005 381.516998   7.75226943225  -7.36904579964         11.4786412341 
  235 627.835999 376.817993   20.6948105122   20.7951605334         10.1791342721 
  236 758.541992  370.03299   18.3762554145   4.28119089143         16.2113470329 
  237 801.755981 367.106995   643.101750815   161.401232108         561.484535171 
  238 408.442993 360.541992   82.5995469354   25.9950312156         69.4544052245 
  239 540.906982  361.95401   8.87751204836   14.7581290005         1.41463595133 
  240 533.801025 361.209015   5.29066712578   13.9379624883         -1.7574679794 
  241 295.731995 359.882996 -0.196559217807  -17.9984774935         8.90489310484 
  242  457.40799 358.753998   3.51055583962  -8.50526246585         7.81148856309 
  243 514.094971 318.238007   3.63838462829   10.3273498705        -1.58393945438 
  244 498.414001 323.117004   10.5977550217   8.49905359784         6.29996199248 
  245  479.34201 334.632996   39.1657805981    42.680797721         17.5829969604 
  246 491.201996 347.899994    17.430059306   13.6015648081         10.5520334474 
  247    506.819 345.463989   16.1609745412   17.1106894254         7.50845801197 
  248 535.010986 351.812012   12.0142019131   15.7140191297         4.06795223959 
  249 696.460022 338.463989   286.586043535   57.5062024634         257.506363869 
  250 630.640991 341.595001   10.7009305903   10.9875442067         5.14476008773 
  251 624.549011 334.630005  0.223246804447   15.3218942574         -7.5247135509 
  252 234.186996 334.372986   214.186710954   25.0794499405         201.504559478 
  253 521.166992 337.860992   15.1875807551   13.2860203926         8.46911908496 
  254 820.679016 327.424011   46.3952419523   39.1303361705         26.6078522048 
  255      5.444    325.763   37.3230810806  0.937137474251         36.8491903282 
  256    167.987 320.121002   12.4789104533   7.47633440967         8.69828505301 
  257 353.053986 990.528015   24.4835391402   4.09000124417         22.4153113506 
  258 131.397003 260.589996   48.4954927808   42.1905972283         27.1605932441 
  259 573.424988 301.869995  -194.291156364   358.394560753        -375.523763875 
  260  328.46701 317.651001 -0.188595382556  -12.9902010173         6.38027663806 
  261 634.059998 257.200989   49.1900801696   38.5376538326         29.7023974414 
  262 649.010986 297.225006   17.4483829114    56.858456374        -11.3037451513 
  263 663.184021 276.089996    35.813365805   39.9058948423         15.6337923144 
  264 661.117981 264.200012   69.7285895128   72.2466652446         33.1949671866 
  265 522.642029 301.341003   4.45838451177   9.94944484365       -0.572840930158 
  266 512.439026 298.457001   10.0005499873   22.9724501539        -1.61613591764 
  267 506.898987 306.333008     6.054173483   8.58369258171           1.713580296 
  268 913.606995 296.346985   18.7152422053   5.23258701174         16.0692327732 
  269  38.752998 298.050995   57.3638223228   5.17623745426         54.7463076793 
  270  499.36499 291.312012    7.2516100208   9.68734105703         2.35292496283 
  271 514.903992 283.951996   5.48622018821   21.5600952744         -5.4162674962 
  272 519.469971 277.428009   10.5010261651   25.1629188714        -2.22333379749 
  273 523.640015 289.958008   9.99303731459   5.48495804872         7.21940914575 
  274 241.731003 289.364014    39.010421163   3.55457756338         37.2129458914 
  275 153.572006 288.130005   8.09919513061   1.39856089369         7.39197223918 
  276 151.537003 283.845001 -0.644730131923  -10.2688949933         4.54803454615 
  277 938.609009 286.631012    17.050394054    12.906025833         10.5240876575 
  278 136.205994 284.910004   14.6341310517   2.99074850844         13.1217722998 
  279 686.106995 277.636993   50.7443139468   25.9894576351         37.6019906784 
  280 533.588013 279.210999   4.99760411272    17.428375774        -3.81555973549 
  281 813.309021 281.914001   15.7995029735   10.5085638197            10.4855428 
  282 623.976013 274.118988   6.68956803013   11.9065826039        0.668659098558 
  283 523.348022 264.285004   10.2669808289   14.6753374442         2.84597068422 
  284 546.538025 255.835999    27.040927557   21.6740753306         16.0808025503 
  285 887.159973 257.776001   113.500159938   22.2039255903         102.272100776 
  286  83.012001    263.763   38.8284125067   16.4707282295          30.499510923 
  287 277.906006 257.273987  -6.55424154872  -17.7699133623         2.43163068978 
  288 548.450989 243.716003    13.114516321   17.5309614601         4.24947704445 
  289 936.817993 316.036987  -2.50155210755  -5.30513217718        0.181141892166 
  290  37.740002 250.046997  -11.1453521602  -16.7310342815        -2.68481926914 
  291 498.617004 268.563995   31.6582955516   29.8440553822         16.5667831015 
  292 590.202026 246.134995   5.14109189085   9.52494918421        0.324524994739 
  293 709.672974 268.811005   5.46872473359   11.4549590142       -0.323807627174 
  294 665.718994 236.074005   23.0573823708   18.4620005554          13.721536164 
  295 468.088013 240.164993    32.681060632   18.1375780559         23.5092680744 
  296 745.216003 226.205002   48.6602746522   12.2351413324         42.4732204673 
  297  530.69397 224.966995   8.05042842504   15.0062054024        0.462105298073 
  298 959.442993 224.899994   8.86779990646   -8.9324272069         13.3847408743 
  299  66.370003 218.259995  -5.45984557665  -4.43255869186        -3.21839367518 
  300 731.491028 212.654007   5.92488170074   -8.7944198502         10.3720352447 
  301  740.05603    212.625    8.6073454093   4.94538195344         6.10656954741 
  302 718.083008 214.817001   14.9602841085   -5.8714166411         17.9293362767 
  303 718.325989 210.307999   -4.3152489916  -12.9450447055         2.23078842985 
  304 395.924011 214.076996    6.2783201387 -0.797577759193         6.68163847224 
  305 324.032013 212.636993    22.712370206  0.285320642578         22.5680895453 
  306 703.640991 209.794006   3.97479987302  -9.36041188634         8.70816371085 
  307  37.543999 212.802002   40.9702969565 0.0566569436733         40.9416467291 
  308 288.458008 209.261002   5.71147316687  -2.04622641178         6.74620691782 
  309 108.003998 207.705002   8.14331170239  -6.21496834005         11.2860907543 
  310 431.325989 191.376999   -7.8072549328   3.20749372943        -9.42921719401 
  311    449.388 175.662994  -2.99421036689  -5.15569077919       -0.387085745713 
  312 802.304993 196.289993   20.5028081574    11.983998923         14.4427514181 
  313 788.932007 184.175003   549.982345099   153.856014647         472.180587568 
  314 708.004028 193.261993   9.66501167701 -0.192150477944         9.76217814091 
  315 835.580994    187.041   29.4971401832   7.38104591944         25.7647001726 
  316 548.982971 195.531006   31.1725200195   15.0655135281         23.5542060181 
  317 497.744995 181.639999   17.0613806439   29.5088256619         2.13938682778 
  318  97.626999 177.533997  0.942997090943  -11.9788961199         7.00047344986 
  319    481.638 174.186005   31.6782605593   22.6254528051         20.2370439309 
  320 144.929993 262.209015   34.1658793955   22.9382165904         22.5665046851 
  321 740.692993 163.968002   22.0405869979   20.1865183819         11.8326883198 
  322 679.859009 159.988998    32.721704883   7.39274290387         28.9833499529 
  323     82.513    159.263   47.2451806176   9.72533924823         42.3272806718 
  324 888.150024 153.229004   83.9873231816   50.6128156091         58.3934845724 
  325 452.223999 145.354996   45.8651446465   24.1438155653         33.6561238372 
  326 513.757019 145.134003   25.5823020868   53.9426070126        -1.69534215063 
  327 508.601013 144.595993   44.8538075842   23.1543439937          33.145141782 
  328 432.204987 142.529007   28.6295506475   20.8694032612         18.0763314182 
  329 103.496002 145.906006   9.50102514685 -0.273511646795         9.63933424627 
  330    412.931 138.619003   172.444066923   66.7996713856         138.664875072 
  331 574.877014    156.291   33.3983495494   25.2303082208         20.6399122071 
  332 863.674011 137.065002   28.1694227254   20.3889739662         17.8591465074 
  333  771.79303 141.067001   5.61480071926  0.572293060309         5.32540412975 
  334      1.833 131.953003   13.9536392195   2.99977085734         12.4367180551 
  335 522.476013 133.884995   83.0783043706   59.9410117742         52.7673927376 
  336 632.653992 125.225998   169.224634646   45.0992209418         146.418905142 
  337 535.046997 121.870003    64.191249758   54.9618936645         36.3981736531 
  338 481.417999 119.447998   47.3621363707   15.1776826218         39.6871008128 
  339 879.109009 119.926003   17.6406396736   2.49265904616          16.380154309 
  340 394.066986    121.084   375.782987491   91.5426084927          329.49181164 
  341  49.481998  91.650002    118.77293377   58.7333572787         89.0727076698 
  342 870.655029     83.848    73.303289767   8.77340385538         68.8667635705 
  343 548.827026 987.942017   66.2284132002    17.295687087         57.4823472362 
  344 677.341003  73.751999   92.7789358252   63.8226002218         60.5051863797 
  345 102.593002  78.071999   7.96946266304  -17.2452945091          16.690046158 
  346 207.240997  78.030998   16.2258211994   13.1375276417         9.58244919688 
  347     84.708  73.973999   24.1853563722  -3.77203529999         26.0927954572 
  348     14.482  66.839996   32.0098950098  -6.71868468021         35.4073928432 
  349  83.038002 982.585022   33.6129482223   21.2690809672         22.8576203653 
  350 443.042999 981.661987   1.58995092105   5.57641386886        -1.22992453659 
  351  544.27301  64.809998   44.8958408932   8.15890237103         40.7700552004 
  352 439.811005 969.991028   16.7645430677   6.75681970233          13.347761154 
  353 450.067993  58.773998   22.3317247158  -2.96646411993         23.8318033622 
  354 808.031006  56.962002   9.05831361887   2.84231636952         7.62101388436 
  355 243.841995  59.314999   21.1914868208   24.2977933348         8.90460268505 
  356 723.940002  56.147999    32.343702522   10.0445850127         27.2643666933 
  357 170.526993  49.435001   18.7699559967   2.10701679398         17.7044818253 
  358 119.322998     45.569   24.2571959615   4.39167938202         22.0364158691 
  359 673.432007     43.264   9.05594810235   14.2142605595         1.86809486141 
  360 837.049988 976.531006   46.9271566864   43.3195623656         25.0213631741 
  361 821.867981 972.629028   30.4075815934   35.3170578094         12.5484866814 
  362  972.18103 974.689026   7.19141183539   6.28718029474         4.01211671351 
  363 478.106995  40.367001   5.14412663874   3.15525333236         3.54858124993 
  364 213.149002 963.275024   34.4601903838   34.7729276523         16.8762506722 
  365 582.627991  37.040001   86.8449345883   15.4969093666         79.0084727654 
  366 762.502991     35.076   14.4125325691  -9.37955195428         19.1555751376 
  367  82.397003  31.167999   4.29149295062   7.77666179304        0.358998295772 
  368 253.128998     27.437    33.735760659   6.21981864553         30.5905289094 
  369 116.133003     23.434   33.8272554274   13.4562773932         27.0226983654 
  370 743.700989      89.18   37.4663473332  -2.71119078285         38.8373396105 
  371 174.585999 972.830994   15.9771061105  -5.08472014745         18.5483423727 
  372 570.250977 950.491028   7.24468948788   2.48802526192         5.98654733074 
  373 562.614014 920.406006  -8.50586193579  -5.08753276424        -5.93320339229 
  374  33.919998 954.606995   24.1922926181   27.3244388409         10.3748973722 
  375 347.919006 961.018982    12.529369625  -1.51604060094         13.2959995388 
  376 264.911987 958.215027   26.9606204845   11.6028129145         21.0933215095 
