|  id|   xcenter|   ycenter|aperture_sum_0| aperture_sum_1|residual_aperture_sum|
   82 518.491028  710.77002  215.997860738  -71.1838168515         251.994022938 
   83 610.969971  730.38501  393.423983901   262.862323339         260.500023852 
   84 455.136993 736.482971  51.5720620937  -43.1828015563          73.408698535 
   85     75.764 732.280029  152.234762618   91.9964114765         105.714108123 
   86 680.333008 731.994019  83.7618214605   80.8401861368          42.882635977 
   87 996.221008 730.572998  65.6057227315    6.2107124209         62.4650958085 
   88     46.007 721.799011  103.675048329   53.6654377176         76.5375627865 
   89 861.176025 722.023987  33.1837273031   24.1508013029         20.9711739529 
   90 838.632996 718.106995  154.592807626   72.7731136405         117.792971395 
   91 803.817993 681.723999  4194.56745923   2739.33016719          2809.3456858 
   92 795.357971 716.052002  59.0751795199   56.3621561318         30.5740200735 
   93 196.210999  615.22998  76.8267594689   174.865026079        -11.5988142124 
   94 272.645996 698.671021  64.6168774761   19.9393804575         54.5339512596 
   95  38.360001 545.211975  62.7225633623   105.857742932         9.19252446729 
   96      7.374 520.179993  60.6204864117   115.391535007         2.26940895626 
   97 997.211975 686.692017  939.539853525   133.906320189         871.826237785 
   98 528.223022 686.223999  397.825193321   171.192631425         311.256672541 
   99 561.578979 687.814026   55.504302649   5.35107273486         52.7983774734 
  100  95.959999 681.671997   527.94583889   302.143456431         375.158234255 
  101    148.875 669.809998  62.6604674531   85.5279693947         19.4107683616 
  102 583.114014 676.619019  115.476040303   46.1960116867         92.1156867393 
  103 305.789001 681.382996  3.88649532676  -41.9420930429         25.0957315124 
  104 639.984009 671.539001  50.3255337785  -1.68155073548         51.1758586937 
  105  73.088997  645.52301  209.421513021   138.841812206         139.212122552 
  106 311.752991  660.06897  14.0974508565   -11.715320082         20.0216423449 
  107 262.786987 710.103027  19.3360821491  -3.83101463047         21.2733458438 
  108 602.289001 707.396973  61.7400331398  -0.13396892256         61.8077784122 
  109 201.845993 647.973999  457.428542061   377.526475177         266.521326959 
  110 213.660004 678.536987  126.756405996   207.626905432         21.7638375203 
  111 542.221985 629.072998  323.187317428   314.041179881          164.38328375 
  112 340.329987 706.021973   19.750669237  -60.5556214218         50.3723760695 
  113 512.307007 636.122009  55.6728271382   1.66697070272         54.8298750397 
  114 824.973999 620.099976  375.469271119   242.784777544         252.698104598 
  115 512.077026  618.61499  365.664473537   196.308437566         266.395416713 
  116  99.300003 611.617981  226.287004449   158.748040689         146.011452022 
  117 969.606995 616.400024  26.9838067517   19.4606348554         17.1429721384 
  118 698.262024  615.11499  54.4602276071  -14.7705175986         61.9293683582 
  119 963.348999 605.286987  48.0068903741   64.4263192086         15.4278529077 
  120 780.862976 606.838989  69.4927505316    39.081258514          49.730178325 
  121    463.263 607.578979  80.5944892408    17.390261982         71.8005987373 
  122 577.708984 603.267029   40.971829248   29.2951294362         26.1578971282 
  123 602.642029 598.643982  108.641967114   45.3869466818         85.6907407429 
  124 812.232971 588.033997  562.889031978   361.932242689         379.867492959 
  125    554.388 567.004028  55.3859284778   92.4970306445         8.61212137663 
  126 562.421997 586.367004    69.48304594    105.04767129         16.3626432728 
  127 786.005005  595.10199  42.6686549137   37.7420051743         23.5833150132 
  128 751.387024 595.435974  49.7278506742   17.9297407074         40.6611571017 
  129 765.489014 592.163025  87.5435080538   19.7898560404         77.5361931968 
  130 792.104004 630.155029  3048.35131757   438.771375867         2826.47384158 
  131 901.992004 569.392029  75.1155534946   94.0274800803         27.5678302343 
  132    935.237 584.447998  72.2914598348   67.9802912746         37.9152532841 
  133 932.736023 547.642029  176.855551136    161.95909048         94.9562382215 
  134 921.098999 574.893005  87.1267283999   120.285752424         26.3007479148 
  135 916.294006 562.465027  70.1696488441    146.07858396        -3.69922521766 
  136 468.290985 574.630005  51.2947456599   114.827831804        -6.77127891663 
  137  477.22699 580.088989  55.3779536713   104.447627537         2.56098053654 
  138 498.052002 578.278015  56.4491293149   115.968537795        -2.19372634068 
  139 481.410004 570.573975  63.7849913644    100.08778888         13.1726971356 
  140 511.644012 586.583984  63.6599299027   78.8993108283         23.7622043283 
  141  579.30603 566.091003  41.8301896401   67.8481685857         7.52079476016 
  142 238.755005 577.208984  102.152804936   2.21297869622         101.033748054 
  143  484.31601 582.695984  56.2234570943   100.614192351         5.34497167822 
  144 428.959991 578.554993  47.8040579013     13.48821353         40.9833514052 
  145 304.674988 574.942993  152.496810054   20.8470905731         141.954873883 
  146 872.849976 575.023987  111.480510074   33.6881814337         94.4451037588 
  147 325.824005 575.245972  2.91807692438  -57.8571521229          32.175224467 
  148 159.453995  568.64502   205.28949453   99.8054907119         154.819952561 
  149 446.710999 574.414978  29.2792547974   39.2923871429         9.40991927433 
  150 405.955994 569.198975  46.1103572847   7.41622736911         42.3601267533 
  151 944.398987  566.51001  35.3768754731  -105.908057827         88.9323575548 
  152 993.208008 551.760986  80.6184706594   176.724833228        -8.74756846439 
  153 451.743988     567.75  19.3260000025   84.8314903841        -23.5715042708 
  154 456.079987    557.625  119.463615604   70.6885193167          83.717914972 
  155 439.337006 560.861023  165.270186134   74.6827730621         127.504675212 
  156 966.505005 560.369995  16.2598204909  -129.344110405          81.666422493 
  157  58.074001 558.820007  78.3671206704   96.6953072703         29.4703331914 
  158 879.067993 586.664001  142.446857431    44.657738266         119.864376451 
  159 576.565979 579.038025  32.2218255614   64.7493171036       -0.520545161592 
  160      572.5 543.887024  63.8382910129   82.8484098341         21.9435889536 
  161 573.158997 520.205994   215.59793537   127.344311529         151.202589688 
  162 417.322998 552.080017  29.4363390098    41.662421816         8.36852669396 
  163 681.385986  704.08197  69.1986613973   51.0564967873         43.3804625281 
  164  87.853996 549.289978   116.08093402   73.7073321374         78.8086831021 
  165  69.407997 521.117981  114.301410392   134.628788915         46.2224573798 
  166  70.762001 510.067993  95.7319628103   78.2652880447         56.1548492509 
  167 833.351013 538.929993  66.6684784182   6.77173636108         63.2441534633 
  168  657.43103 541.677002  42.5401545413  -32.8483950683         59.1508985165 
  169 777.356018  528.77002  310.375627852   73.3978483575         273.259876387 
  170 766.778992 512.583984  617.836432441   179.280762672          527.17791344 
  171 601.031006    535.513   32.805950719    39.883938234         12.6374802244 
  172      543.5  523.36499  73.4340689501    100.27572112         22.7267413318 
  173 539.241028 517.349976  77.3042660595   118.496579565         17.3830327387 
  174 536.705017 511.572998  55.8666041795   67.9409896109         21.5102716552 
  175  93.837997 492.838013  136.343838816   20.7742017766         125.838760979 
  176 118.851997 522.213989  182.130226775   223.291980867         69.2161584258 
  177 113.614998 508.730988  136.644704965   153.900177101         58.8206154089 
  178     88.736 527.077026  164.608931649    82.162206182         123.061228374 
  179 632.562988 527.273987  23.0562122008   14.9765952899         15.4828622863 
  180  35.581001 659.731995  5150.62981387   933.202380154         4678.72895596 
  181 386.157013 510.144012  43.6271059222   55.1134296729         15.7574012382 
  182 405.403015 461.177002  271.377509407    172.06410942         184.368300495 
  183     51.722     500.75   54.932898844   49.8090649224         29.7455000882 
  184  64.535004  616.80603  91.1898917291   148.158266643         16.2693657822 
  185 943.208984 494.983002  183.874734201   15.8191420783         175.875326058 
  186 597.879028 495.906006  30.8250418457   43.6057042502         8.77455238777 
  187 368.644012 502.524994  589.177151226   93.6587623821         541.815880767 
  188 141.462997 483.873993  119.369875973   33.7608365937         102.297729469 
  189 775.012024 485.372009  30.8373697689  -58.8326670776         60.5878147504 
  190 457.885986 485.003998  31.4728357927   12.4913447513         25.1562249159 
  191     29.313 446.552002   350.31965102   469.771359527         112.766133906 
  192 446.519989  481.56601  85.1572694236  -4.57623168938         87.4713737445 
  193  733.02002 480.462006  61.4438240596  -2.41182256269         62.6634321111 
  194 918.861023 463.303009 -4.77288903635  -13.3138025234         1.95962147426 
  195 892.114014 470.792999  113.796724648   93.0559783572         66.7402694193 
  196 368.329987 468.003998  99.7165319846   62.7938696176         67.9629900149 
  197 699.955994  475.06601  57.4938696813  -65.7759529513         90.7553886058 
  198 606.616028  470.57901   82.655733497   35.1219448108         64.8953031334 
  199      3.327 442.136993  114.351392599  -199.903372506         215.438332573 
  200 722.471985 454.813995  213.720547709   92.2267093234         167.083436427 
  201  65.438004 455.627014  83.5149867871    41.818279537         62.3683604928 
  202 995.450012 459.447998  57.1355971493  -14.8169096702         64.6281973973 
  203 551.728027 453.664001  232.924247326   79.0865943637         192.931816398 
  204 945.802002 454.920013   1.7321693989  -11.9903426557         7.79543403072 
  205 116.179001  453.29599  18.8436967179   -41.709987888         39.9355621981 
  206 234.783997 476.455994  46.5672220288  -50.5649352775         72.1368485592 
  207 396.707001 487.725006  140.733061339   79.3747369854         100.594922735 
  208 377.760986 443.145996  29.7144159805   18.6666287662         20.2750935822 
  209  378.46701 491.553009  306.225690509   79.8177949932          265.86350677 
  210 110.918999 441.933014  136.613503131  -31.7444921253         152.666026556 
  211 514.846985 415.962006  69.3322956387    114.21427147         11.5765356461 
  212 519.661987 426.830994  56.9364277166   106.359496503         3.15266257166 
  213 544.367004 434.274994  49.7653097587   97.2781698031        0.573780929899 
  214  461.03299 427.757996  63.4136607315   102.501171462         11.5809695823 
  215 457.848999 415.154999  63.2939888315   114.713253088         5.28590430712 
  216 459.009003 503.651001   63.974865364   53.4219676239         36.9604975383 
  217 392.764008 424.372986  75.9752101368   46.1176393914         52.6544877977 
  218 812.473022 432.454987  13.7726836005  -55.4724794319          41.823952212 
  219 500.692993 420.192993  59.9109118123   111.024055318         3.76837717237 
  220 163.199005 427.570007  12.0095125515  -20.4154322691         22.3331681779 
  221 168.848999 424.027008  7.04157615433  -38.7723723822         26.6479511268 
  222 821.481018  423.13501  73.2032338504  -50.5052609119         98.7426843066 
  223 531.744995 431.766998  74.6925948572   112.014869118         18.0490264735 
  224     31.086 412.937012   193.29311117   121.622368285         131.791232096 
  225  521.28302 401.908997  43.6404935273   87.8353662969        -0.77600775073 
  226 325.425995 400.674011  6.85702757719  -40.8277504615         27.5027641069 
  227      5.995 396.385986  89.2998237509  -5.08770850358         91.8725711621 
  228 557.872009 399.290985  61.2847088218   63.6730521571          29.086582694 
  229 426.397003 410.053009  244.793809652   172.509806899         157.559220879 
  230 954.297974    384.444  69.9180497412 -0.123895173064           69.98070093 
  231  90.000999 383.783997  92.8835744246  -21.5275040668         103.769581419 
  232 541.104004 378.647003  82.8459761787   82.3774618083         41.1894226519 
  233 465.200012 383.121002  52.3154957529   60.6229226189         21.6597561174 
  234 437.393005 381.516998  58.1106873847   21.7855741406         47.0941797699 
  235 627.835999 376.817993  81.7963424779   55.6808613015         53.6396995284 
  236 758.541992  370.03299  70.6550611987  -45.1580790629         93.4905540186 
  237 801.755981 367.106995  2076.27861981    205.60240598         1972.30979822 
  238 408.442993 360.541992  171.718027825   53.8993805005         144.462242328 
  239 540.906982  361.95401  66.9554711582   112.890451685          9.8691390468 
  240 533.801025 361.209015   58.096874606   112.566607519          1.1743036928 
  241 295.731995 359.882996  3.99231076631  -56.9407394636         32.7860476605 
  242  457.40799 358.753998  86.0617265917   25.8883232294         72.9705448698 
  243 514.094971 318.238007  62.1144955748    100.91592219         11.0834317118 
  244 498.414001 323.117004  69.7646708392   93.0796678624          22.696236325 
  245  479.34201 334.632996  98.6557280784   110.905662232         42.5730623374 
  246 491.201996 347.899994  66.3104389704   83.0182921401         24.3298309943 
  247    506.819 345.463989   85.368246177   99.5749946633         35.0152612214 
  248 535.010986 351.812012  65.7748702514   113.690797143          8.2838202392 
  249 696.460022 338.463989  3571.04910276   424.159542567         3356.56052419 
  250 630.640991 341.595001  82.3056349427   80.3653123857         41.6665831486 
  251 624.549011 334.630005  62.3749826893   99.7388252397         11.9391520496 
  252 234.186996 334.372986  2500.62158679   229.545946592         2384.54501923 
  253 521.166992 337.860992  70.2873798798   93.8136488885         22.8477865653 
  254 820.679016 327.424011  123.280266323   57.8348873096         94.0343776295 
  255      5.444    325.763  205.801207072   14.8804905203         198.276455323 
  256    167.987 320.121002  89.9408589808  -14.0414014557         97.0413010008 
  257 353.053986 990.528015  59.0735845985   -14.499565987         66.4057108062 
  258 131.397003 260.589996   104.60185123   94.6530989604         56.7377656319 
  259 573.424988 301.869995 -82.4548152664    1814.7409233        -1000.13121302 
  260  328.46701 317.651001  7.64252271616  -45.4251919707         30.6130889275 
  261 634.059998 257.200989  116.774638335   116.834040252         57.6941162524 
  262 649.010986 297.225006  74.5893971756   152.700416267        -2.62799850704 
  263 663.184021 276.089996  188.753790199   172.411257904         101.569035585 
  264 661.117981 264.200012  307.832323407   264.741985509         173.957857649 
  265 522.642029 301.341003  55.3535892624   87.9263856685         10.8910613984 
  266 512.439026 298.457001  56.8170898397   104.619962493         3.91297053462 
  267 506.898987 306.333008   62.671942985    106.19872536          8.9694764327 
  268 913.606995 296.346985  50.3426068984   11.3305459193         44.6129876286 
  269  38.752998 298.050995  114.769768787   -27.361508197         128.605909228 
  270  499.36499 291.312012  51.2130239814   86.7740748469         7.33319551558 
  271 514.903992 283.951996   53.785137697   99.9556034062         3.23968688809 
  272 519.469971 277.428009  66.2814106815   88.6651707519         21.4452947062 
  273 523.640015 289.958008  55.0520571306   93.7722657922         7.63339037933 
  274 241.731003 289.364014  133.910919965  -15.3498036575         141.672993518 
  275 153.572006 288.130005  61.4218139853   30.7723919178         45.8608612328 
  276 151.537003 283.845001   53.659487646  -101.733958839         105.104215474 
  277 938.609009 286.631012  26.6109337834  -27.1405715865         40.3353512177 
  278 136.205994 284.910004  36.2476235302   21.7631138373         25.2424736194 
  279 686.106995 277.636993  119.082693276   32.0861501564         102.857400555 
  280 533.588013 279.210999  53.9197389566   102.478919543         2.09830013609 
  281 813.309021 281.914001  46.9927711962   -41.613604566         68.0358976533 
  282 623.976013 274.118988  41.0076581698    81.284619192      -0.0962677820726 
  283 523.348022 264.285004  59.7563548843   116.208223028         0.99229543727 
  284 546.538025 255.835999  102.226925572   120.614029176         41.2349424238 
  285 887.159973 257.776001  1423.30938318    180.10063012         1332.23627442 
  286  83.012001    263.763  116.726252531  -1.33815282834         117.402928331 
  287 277.906006 257.273987 -5.04026285669  -75.1125843563         32.9425946153 
  288 548.450989 243.716003   58.428322978   96.0873650544         9.83895911842 
  289 936.817993 316.036987  19.4370047579  -22.2655210607         30.6962114572 
  290  37.740002 250.046997  14.2164262222  -20.2176902005         24.4400878347 
  291 498.617004 268.563995  96.2773574581   92.1007942014         49.7039188101 
  292 590.202026 246.134995  56.2842492836   82.2302777538         14.7021236441 
  293 709.672974 268.811005   43.760421328   16.0883032599         35.6249040252 
  294 665.718994 236.074005  53.5401545335   47.1466708839         29.6990725656 
  295 468.088013 240.164993  110.724139424   25.5302181111         97.8140439444 
  296 745.216003 226.205002  122.969987074   17.5651561557         114.087656258 
  297  530.69397 224.966995  55.5777339301   48.4191437453         31.0931891423 
  298 959.442993 224.899994   24.098744585  -24.4164827042         36.4456474438 
  299  66.370003 218.259995  7.10584818395  -31.9024103326         23.2382275324 
  300 731.491028 212.654007  66.6052933304   22.7089881813         55.1218346155 
  301  740.05603    212.625  47.2556549767   44.7822867754         24.6101924295 
  302 718.083008 214.817001  93.5297025453  -93.3008153417         140.709966698 
  303 718.325989 210.307999  13.3115289218  -77.9078437933         52.7078904252 
  304 395.924011 214.076996  22.5929748281  -15.1136942297          30.235652799 
  305 324.032013 212.636993  26.2127810908  -62.7870462851         57.9628726444 
  306 703.640991 209.794006   51.483341625  -37.9666720194         70.6822908338 
  307  37.543999 212.802002  90.9945604964   11.4940416029         85.1822648908 
  308 288.458008 209.261002  9.41826509961  -29.0382842553          24.102316002 
  309 108.003998 207.705002  20.3673142824  -1.71271399441         21.2333978036 
  310 431.325989 191.376999  77.9634649785   43.7996604374         55.8148959475 
  311    449.388 175.662994   113.48399828   64.9423508202         80.6440144574 
  312 802.304993 196.289993  202.501063846   18.4597434927         193.166358988 
  313 788.932007 184.175003  2359.56822487    294.21433616         2210.79020994 
  314 708.004028 193.261993  59.6410605433   1.20824406187         59.0300768795 
  315 835.580994    187.041  66.0591827165   8.99547827231         61.5103581482 
  316 548.982971 195.531006  62.6675610283   6.34854186057         59.4572366504 
  317 497.744995 181.639999   32.605409917   19.0333367146         22.9806510055 
  318  97.626999 177.533997  20.7658993677  -8.22144359255         24.9233108436 
  319    481.638 174.186005  68.3219383074    27.766323026         54.2810915031 
  320 144.929993 262.209015  72.9955485982   74.1687137342         35.4899866901 
  321 740.692993 163.968002  64.4484771176   62.6493605372         32.7680103571 
  322 679.859009 159.988998  513.164522354   75.2682215067         475.102962442 
  323     82.513    159.263  106.568782523   29.1240523088         91.8413605161 
  324 888.150024 153.229004  205.784784436   85.7701797962         162.412604628 
  325 452.223999 145.354996  86.0106688274   35.4182151439         68.1004207743 
  326 513.757019 145.134003  55.0154572028   75.8298395552         16.6698988302 
  327 508.601013 144.595993  102.321532969   33.4588719513         85.4020836465 
  328 432.204987 142.529007  50.7286982704   34.1678389541         33.4507392141 
  329 103.496002 145.906006  31.3103132163   11.9969875432         25.2436884043 
  330    412.931 138.619003  543.610152453   139.118102846         473.261047607 
  331 574.877014    156.291  160.161842934   88.4859332135          115.41636362 
  332 863.674011 137.065002  95.7283179067   61.1339684442         64.8141531231 
  333  771.79303 141.067001  27.0323429883   2.82044681884         25.6061022266 
  334      1.833 131.953003  28.0694184308   13.0107773609          21.490141385 
  335 522.476013 133.884995  137.464970747   76.0387220116         99.0137848997 
  336 632.653992 125.225998  2155.92090124   288.313179224         2010.12697753 
  337 535.046997 121.870003   295.92392532    161.02710178         214.495899531 
  338 481.417999 119.447998  80.9893306669   21.9285623665         69.9005169072 
  339 879.109009 119.926003  47.9747632744  -4.19549666472         50.0963378842 
  340 394.066986    121.084  4334.38212678   566.516668749         4047.90653725 
  341  49.481998  91.650002  286.470685686   103.751136486         234.005913458 
  342 870.655029     83.848  878.257202824   83.2460381215         836.161428485 
  343 548.827026 987.942017   191.00752956   26.6587369061         177.526765811 
  344 677.341003  73.751999  478.106561014   194.753538229         379.623784152 
  345 102.593002  78.071999  34.7475218572  -8.57857234005         39.0855258455 
  346 207.240997  78.030998  40.8879368324   39.6922579242         20.8163950476 
  347     84.708  73.973999  53.3086454856   2.57481579721         52.0066151762 
  348     14.482  66.839996   425.29926727   29.9988300715         410.129488508 
  349  83.038002 982.585022  85.2134237602   18.0614498886          76.080127619 
  350 443.042999 981.661987  30.4170551156  -6.47891611395         33.6933070172 
  351  544.27301  64.809998  65.7632883905 -0.092568952134         65.8100985668 
  352 439.811005 969.991028  64.0631396872    15.169573565         56.3922047091 
  353 450.067993  58.773998  91.8768895558   42.4021914801         70.4349912468 
  354 808.031006  56.962002  138.039007027   26.9449684924         124.413501972 
  355 243.841995  59.314999  38.9323437028   18.4395054726         29.6078727872 
  356 723.940002  56.147999  43.5646706929  -8.63791427344         47.9326826514 
  357 170.526993  49.435001  35.7300457613  -11.6504812115         41.6214495937 
  358 119.322998     45.569  58.5398620476   4.15661863901         56.4379472395 
  359 673.432007     43.264  41.4937669087   22.0380578344          30.349583589 
  360 837.049988 976.531006  186.906787199   131.348506216         120.486604302 
  361 821.867981 972.629028  134.018861794   97.6240595556         84.6524237765 
  362  972.18103 974.689026  16.3962366572   18.4736041782         7.05452274194 
  363 478.106995  40.367001  14.0246609207  -13.3862895765         20.7938266127 
  364 213.149002 963.275024  125.735415295   88.5023624066         80.9816280833 
  365 582.627991  37.040001  133.589594413  -6.86352466743         137.060334788 
  366 762.502991     35.076  23.2418689692  -14.4157142815         30.5315931293 
  367  82.397003  31.167999  16.2523297532   -6.3921725443         19.4847172522 
  368 253.128998     27.437  52.8151284028   18.3757577519         43.5228933717 
  369 116.133003     23.434  78.8669351771  -2.88986604684         80.3282797855 
  370 743.700989      89.18  40.0144799297  -16.2220262839         48.2176181592 
  371 174.585999 972.830994  38.1992956414   6.86217614889         34.7292371839 
  372 570.250977 950.491028  86.6777215245    81.602584307         45.4130072873 
  373 562.614014 920.406006  30.2352689747  -8.81614805129         34.6934100139 
  374  33.919998 954.606995  126.374802218   95.8984331791         77.8809772426 
  375 347.919006 961.018982   16.468228873  -27.4549521469         30.3516219587 
  376 264.911987 958.215027  72.6430615809  -14.0780072639         79.7620143899 
