401.309000 38.585000 22.260100 0.019600
384.337000 67.280000 20.162800 0.007300
931.160000 50.493000 20.122000 0.005900
378.034000 40.779000 21.014200 0.007400
988.190000 23.613000 20.223500 0.004900
341.328000 26.423000 21.005600 0.008400
320.088000 11.160000 21.278600 0.012600
422.557000 17.738000 24.118800 0.057400
8.227000 9.501000 23.464000 0.042000
909.030000 4.942000 22.844900 0.028100
727.920000 5.561000 22.895000 0.028300
433.891000 3.982000 23.176900 0.026400
302.253000 7.087000 22.224700 0.020600
326.843000 943.501000 24.502900 0.075800
384.999000 940.713000 22.796000 0.026600
173.009000 940.453000 25.547200 0.127000
79.853000 937.809000 25.129000 0.110700
59.002000 927.280000 22.029700 0.018500
262.331000 934.974000 22.271600 0.017600
719.300000 932.548000 24.626300 0.082100
264.728000 958.789000 24.067400 0.052400
508.402000 914.580000 24.128900 0.055900
287.456000 905.748000 22.627300 0.018700
260.497000 903.966000 22.929700 0.022300
286.658000 892.063000 21.742900 0.010000
273.784000 886.103000 21.495700 0.009300
927.241000 910.165000 22.621500 0.019600
200.414000 907.306000 23.152100 0.032100
715.479000 901.354000 22.109200 0.015900
86.446000 893.917000 25.231300 0.091100
352.521000 885.137000 21.310400 0.010200
551.077000 899.770000 24.186200 0.063600
549.491000 875.762000 23.166400 0.030900
696.629000 868.241000 23.730500 0.046500
412.133000 872.620000 24.243100 0.063000
359.842000 864.028000 25.237600 0.104600
22.129000 859.062000 23.901300 0.058000
952.160000 854.423000 23.114800 0.032900
739.380000 849.836000 23.533000 0.039500
912.864000 851.198000 24.646100 0.081400
317.477000 848.245000 23.803500 0.051500
784.717000 843.481000 26.379400 0.262200
850.836000 839.488000 24.682400 0.075100
832.739000 833.269000 25.055700 0.110800
996.518000 810.520000 22.772700 0.018600
785.389000 802.689000 20.996200 0.008500
680.814000 766.685000 19.640200 0.004200
658.869000 742.223000 23.543900 0.044000
890.645000 784.575000 24.628900 0.075500
423.044000 775.070000 22.897800 0.027800
772.523000 739.514000 23.601500 0.047300
757.885000 765.683000 23.420400 0.036900
737.450000 745.789000 19.776400 0.005200
513.053000 760.642000 24.745800 0.066500
589.695000 748.041000 23.562300 0.041400
611.193000 729.946000 21.294200 0.010900
524.496000 736.359000 21.272600 0.009900
533.635000 724.076000 22.841300 0.024200
75.991000 732.597000 22.878600 0.026900
46.240000 721.612000 24.246800 0.057400
217.441000 678.836000 19.217900 0.005000
528.404000 686.342000 21.544200 0.010400
73.205000 646.155000 21.132800 0.014600
272.998000 698.612000 23.241600 0.039100
583.468000 676.894000 23.760200 0.051400
3.233000 678.041000 24.170700 0.054900
640.254000 671.387000 25.059500 0.095900
179.379000 615.467000 20.707000 0.010300
194.360000 604.721000 20.731000 0.009800
133.029000 648.979000 24.158500 0.080900
542.252000 629.156000 21.090000 0.009800
824.321000 620.271000 21.502800 0.009900
512.770000 619.119000 21.712400 0.011900
100.024000 611.307000 22.338900 0.022300
602.384000 598.537000 23.825700 0.049100
812.348000 588.276000 20.842600 0.007100
567.134000 576.213000 24.569000 0.090000
559.309000 587.179000 23.063200 0.035200
602.470000 707.624000 24.439100 0.057200
489.549000 586.481000 23.689200 0.055100
879.317000 586.676000 23.830900 0.048200
222.807000 588.784000 24.430600 0.074900
901.619000 569.384000 23.530900 0.047600
924.487000 575.859000 22.042700 0.023900
913.976000 561.100000 23.105000 0.036400
933.416000 547.447000 21.785700 0.016600
474.530000 579.933000 25.123100 0.110100
473.210000 572.174000 24.863200 0.097600
481.515000 569.299000 23.777900 0.055400
304.709000 573.017000 23.049200 0.037100
159.303000 569.131000 22.616200 0.022900
180.273000 574.550000 24.625600 0.088300
549.572000 569.617000 25.018300 0.103500
991.750000 557.189000 23.323200 0.040000
439.779000 560.745000 23.312800 0.039300
455.689000 557.715000 23.704000 0.044900
581.223000 563.931000 25.159700 0.108100
59.062000 559.649000 24.637800 0.069500
41.732000 553.470000 23.752000 0.051000
35.785000 538.433000 23.310800 0.042600
7.038000 522.858000 22.572800 0.029300
572.468000 542.206000 22.855500 0.033900
573.496000 520.609000 22.120700 0.016600
88.543000 527.028000 22.372300 0.016300
69.107000 520.355000 21.578600 0.015500
513.837000 585.827000 24.365300 0.073600
392.096000 541.654000 25.952100 0.191700
833.717000 538.641000 24.231800 0.052900
777.308000 528.744000 22.049400 0.013700
544.085000 521.084000 23.455900 0.042000
537.848000 518.326000 23.748700 0.044400
93.848000 492.854000 22.326800 0.017500
117.891000 488.521000 22.210700 0.021400
113.464000 508.657000 22.534700 0.020000
347.272000 518.228000 25.712500 0.144900
385.767000 511.518000 24.928200 0.095300
397.570000 489.048000 22.231000 0.020900
780.756000 499.006000 26.160800 0.199900
141.555000 484.465000 23.270500 0.038100
64.372000 454.443000 22.842800 0.031200
6.032000 466.113000 21.338700 0.011000
31.104000 446.950000 19.970600 0.005700
733.188000 480.560000 23.482200 0.039600
118.632000 522.339000 21.169200 0.010600
446.974000 481.430000 24.201000 0.048200
234.831000 476.296000 24.347300 0.070900
891.621000 470.787000 22.083200 0.018300
368.437000 469.168000 23.275700 0.038400
605.679000 470.594000 24.206600 0.060000
