24.090900 0.049300 22.260100 0.019600 23.101400 0.049400 22.472100 0.035600
23.049700 0.048600 20.162800 0.007300 24.231700 0.063300 20.176000 0.011100
22.744400 0.030700 20.122000 0.005900 24.006100 0.026700 20.148500 0.009000
24.171200 0.063000 21.014200 0.007400 22.837000 0.031800 22.317900 0.036700
22.601000 0.020200 20.223500 0.004900 24.244700 0.043400 20.406100 0.008600
24.541800 0.102100 21.005600 0.008400 22.494200 0.021500 22.328700 0.042700
23.935600 0.067700 21.278600 0.012600 25.299300 0.147800 21.479200 0.022600
25.085100 0.065200 24.118800 0.057400 24.346200 0.083700 25.041600 0.201200
24.362300 0.044800 23.464000 0.042000 25.685100 0.091200 23.953000 0.098700
24.991100 0.094700 22.844900 0.028100 25.362200 0.069200 22.971900 0.047400
24.839800 0.079100 22.895000 0.028300 24.368200 0.045400 23.048300 0.048800
24.495900 0.041500 23.176900 0.026400 25.208300 0.101000 23.346200 0.046200
24.148900 0.056600 22.224700 0.020600 24.888500 0.083400 22.196700 0.030100
24.736300 0.074100 22.796000 0.026600 24.598900 0.061500 23.124200 0.053900
27.321800 0.303800 25.547200 0.127000 24.749500 0.074700 25.160200 0.133200
24.582100 0.090400 22.029700 0.018500 27.333900 0.306800 22.284000 0.034900
23.348800 0.022200 22.271600 0.017600 23.359000 0.022400 22.456800 0.031300
26.356900 0.188600 24.626300 0.082100 25.547000 0.064800 25.230600 0.214600
24.870400 0.051600 24.128900 0.055900 25.864300 0.125800 24.053000 0.078000
25.703300 0.148600 22.627300 0.018700 26.931000 0.220000 23.085700 0.042800
25.381100 0.099600 22.929700 0.022300 25.747500 0.154000 24.099200 0.098200
22.943500 0.016400 21.495700 0.009300 25.418300 0.103500 21.825300 0.018800
24.266100 0.041500 22.621500 0.019600 23.463400 0.022500 22.651300 0.030100
24.254500 0.041400 23.152100 0.032100 27.038500 0.393900 23.293400 0.054800
24.672400 0.078700 22.109200 0.015900 24.253400 0.041300 22.268500 0.027600
27.972700 0.530600 25.231300 0.091100 26.430200 0.153400 25.129600 0.124200
22.755900 0.018100 21.310400 0.010200 28.022300 0.542600 21.545900 0.019100
25.445700 0.094700 24.186200 0.063600 24.542600 0.063000 24.403000 0.116400
25.998600 0.175100 23.730500 0.046500 25.459000 0.096400 24.154200 0.102800
25.928200 0.138800 24.243100 0.063000 26.588200 0.216200 25.128900 0.213400
26.386200 0.140600 25.237600 0.104600 25.926600 0.138400 25.833300 0.271200
25.226300 0.091600 23.901300 0.058000 25.269100 0.068000 24.557600 0.158900
25.249700 0.109600 23.114800 0.032900 26.386200 0.140400 23.173100 0.052000
24.478500 0.044100 23.533000 0.039500 25.348800 0.101000 24.077500 0.097800
25.724800 0.102600 24.646100 0.081400 25.212000 0.107200 24.805800 0.141200
25.403100 0.104800 23.803500 0.051500 25.726300 0.102600 24.629100 0.164900
26.673900 0.219400 24.682400 0.075100 25.514100 0.107700 25.209500 0.182800
26.293600 0.161600 25.055700 0.110800 26.674000 0.219100 24.749700 0.125100
22.515200 0.027900 19.640200 0.004200 22.802700 0.020900 20.461800 0.013500
25.527700 0.127500 23.543900 0.044000 26.807900 0.189000 23.923000 0.093400
26.292200 0.163100 24.628900 0.075500 25.540900 0.129500 24.517600 0.102100
23.995700 0.035700 22.897800 0.027800 24.871900 0.056100 22.746700 0.036300
25.536200 0.131200 23.601500 0.047300 26.291400 0.162800 23.007900 0.041000
25.429000 0.109400 23.420400 0.036900 23.987800 0.035500 24.403700 0.136600
22.753000 0.037600 19.776400 0.005200 25.544400 0.132000 20.566900 0.016100
