|  id|   xcenter|   ycenter| aperture_sum_0| aperture_sum_1|residual_aperture_sum|
|long|    double|    double|         double|         double|               double|
|    |       pix|       pix|               |               |                     |
|null|      null|      null|           null|           null|                 null|
  143  484.31601 582.695984   13.4264503091   21.1971232423         13.1047512214 
  144 428.959991 578.554993   33.8157259109   21.7813646467         33.4940268231 
  145 304.674988 574.942993   119.935903489   67.7979728527         119.614204402 
  146 872.849976 575.023987   46.2625475163   22.6626772514         45.9408484286 
  147 325.824005 575.245972 -0.600516796427  -17.1012744206       -0.922215884154 
  148 159.453995  568.64502   54.8478920918   21.7022392258         54.5261930041 
  149 446.710999 574.414978   9.60715580027   8.77455677508         9.28545671254 
  150 405.955994 569.198975   16.6723799349   6.75293778291         16.3506808472 
  151 944.398987  566.51001 -0.505702050132    6.5629380953        -0.82740113786 
  152 993.208008 551.760986   20.5880164756   26.0459248971         20.2663173879 
  153 451.743988     567.75   8.78685158441    23.151385725         8.46515249668 
  154 456.079987    557.625   23.6712518085   26.8956562681         23.3495527207 
  155 439.337006 560.861023   59.5096794702   31.6497591376         59.1879803825 
  156 966.505005 560.369995  -12.3829664409  -18.4507369679        -12.7046655286 
  157  58.074001 558.820007   19.4697178285   27.2281752849         19.1480187408 
  158 879.067993 586.664001   73.7653888999   38.9225363871         73.4436898122 
  159 576.565979 579.038025   16.3804089292   27.3811296826         16.0587098415 
  160      572.5 543.887024   19.6255560213   41.4887456629         19.3038569335 
  161 573.158997 520.205994   104.171197745   64.0591097308         103.849498657 
  162 417.322998 552.080017   10.0650588137   19.5497568809         9.74335972598 
  163 681.385986  704.08197   18.3548238007   12.4805090401          18.033124713 
  164  87.853996 549.289978     49.62160458   26.0102370682         49.2999054923 
  165  69.407997 521.117981   11.6792739241   10.8536337605         11.3575748364 
  166  70.762001 510.067993   33.4080897853   22.7617670573         33.0863906976 
  167 833.351013 538.929993   18.2643003796    15.323432891         17.9426012919 
  168  657.43103 541.677002   15.2308547459   7.96413670505         14.9091556581 
  169 777.356018  528.77002    110.40495777   28.6202381241         110.083258682 
  170 766.778992 512.583984   57.4007498966   55.9088563923         57.0790508088 
  171 601.031006    535.513   15.8699986554   14.8349833687         15.5482995677 
  172      543.5  523.36499   15.2987057371    19.294743729         14.9770066494 
  173 539.241028 517.349976   16.7570807391   14.1964039082         16.4353816514 
  174 536.705017 511.572998   7.68756648348   17.1854966174         7.36586739575 
  175  93.837997 492.838013   9.48390716416  -5.40706267573         9.16220807643 
  176 118.851997 522.213989   88.7741163519   107.352091478         88.4524172642 
  177 113.614998 508.730988    17.404269948   33.8595040543         17.0825708603 
  178     88.736 527.077026   13.4081310922   8.64725045008         13.0864320045 
  179 632.562988 527.273987   11.1375224643   4.48553023056         10.8158233766 
  180  35.581001 659.731995   1822.93200069   599.300195163          1822.6103016 
  181 386.157013 510.144012   13.9304181254    11.026455496         13.6087190377 
  182 405.403015 461.177002   45.0926055937   31.0562379383          44.770906506 
  183     51.722     500.75  0.837601616916  -5.62825618889        0.515902529189 
  184  64.535004  616.80603   15.4460856664    31.381593306         15.1243865786 
  185 943.208984 494.983002   98.1277754078   25.7410053711           97.80607632 
  186 597.879028 495.906006   16.2051372164   31.8179889851         15.8834381286 
  187 368.644012 502.524994   38.8486051185   1.29484578652         38.5269060308 
  188 141.462997 483.873993   72.1312858579   32.4843736984         71.8095867701 
  189 775.012024 485.372009  -8.61543824281   -6.4697975509        -8.93713733054 
  190 457.885986 485.003998  -6.26638152411  -6.05398803141        -6.58808061184 
  191     29.313 446.552002    39.640284798   44.7897989964         39.3185857102 
  192 446.519989  481.56601   41.7255843432   18.9003943022         41.4038852555 
  193  733.02002 480.462006     18.14161479   7.35838549307         17.8199157023 
  194 918.861023 463.303009 -0.503787814514   1.15017512092       -0.825486902241 
  195 892.114014 470.792999   32.2279860616   33.1682452611         31.9062869739 
  196 368.329987 468.003998   65.2308275736   26.0480952909         64.9091284859 
  197 699.955994  475.06601    9.8967479661  -5.24862577076         9.57504887837 
  198 606.616028  470.57901   31.5045766398   16.6608856419         31.1828775521 
  199      3.327 442.136993   64.2213841437  -9.24891522316          63.899685056 
  200 722.471985 454.813995   86.4645680976   65.0470543336         86.1428690099 
  201  65.438004 455.627014   25.3269303845   14.8347545957         25.0052312968 
  202 995.450012 459.447998   21.2667476459  -7.30062040245         20.9450485581 
  203 551.728027 453.664001    27.304379292   16.2755686219         26.9826802042 
  204 945.802002 454.920013   1.37863621735 0.0671951475488         1.05693712962 
  205 116.179001  453.29599   9.75800856772  -15.5101306818            9.43630948 
  206 234.783997 476.455994   20.3855459724  -2.28038237736         20.0638468847 
  207 396.707001 487.725006   2.18897113115   -5.8335375544         1.86727204342 
  208 377.760986 443.145996   3.03906922805 0.0780464694072         2.71737014032 
  209  378.46701 491.553009       17.044354   4.52652732046         16.7226549123 
  210 110.918999 441.933014   8.14212034713  -14.2436131076          7.8204212594 
  211 514.846985 415.962006    5.2921963098   9.92726915448         4.97049722208 
  212 519.661987 426.830994   7.77020623711   15.2202100716         7.44850714938 
  213 544.367004 434.274994   7.86033642671   21.8497936526         7.53863733898 
  214  461.03299 427.757996   8.66390168389   6.49173353808         8.34220259617 
  215 457.848999 415.154999    8.8006109018   6.69828913919         8.47891181407 
  216 459.009003 503.651001   12.7023606547   7.02532492706          12.380661567 
  217 392.764008 424.372986   21.2205822493   2.86187499062         20.8988831616 
  218 812.473022 432.454987   12.8341384004  -11.2878672381         12.5124393127 
  219 500.692993 420.192993   3.55847380855    6.7037971056         3.23677472082 
  220 163.199005 427.570007  -2.12136885202   -26.203163156        -2.44306793975 
  221 168.848999 424.027008  -6.17381951719  -25.6886738538        -6.49551860492 
  222 821.481018  423.13501   41.2727471588   3.11352941382         40.9510480711 
  223 531.744995 431.766998   20.3067925494   14.8647867583         19.9850934617 
  224     31.086 412.937012   41.7497678134   45.7611595055         41.4280687257 
  225  521.28302 401.908997  0.997274815713   8.87861960439        0.675575727985 
  226 325.425995 400.674011   -7.0848337542  -21.2028452688        -7.40653284193 
  227      5.995 396.385986   16.6980675391   8.90482069843         16.3763684514 
  228 557.872009 399.290985   11.8920688284   11.8992949463         11.5703697407 
  229 426.397003 410.053009   88.0800707854   55.5414847198         87.7583716977 
  230 954.297974    384.444   23.6686438822   8.89046720485         23.3469447945 
  231  90.000999 383.783997   43.3461644774   4.49697075716         43.0244653897 
  232 541.104004 378.647003   7.87795214746   10.2059227633         7.55625305973 
  233 465.200012 383.121002   8.28949760335   5.42437975759         7.96779851563 
  234 437.393005 381.516998   7.75226943225  -7.36904579964         7.43057034453 
  235 627.835999 376.817993   20.6948105122   20.7951605334         20.3731114244 
  236 758.541992  370.03299   18.3762554145   4.28119089143         18.0545563268 
  237 801.755981 367.106995   643.101750815   161.401232108         642.780051727 
  238 408.442993 360.541992   82.5995469354   25.9950312156         82.2778478477 
  239 540.906982  361.95401   8.87751204836   14.7581290005         8.55581296064 
  240 533.801025 361.209015   5.29066712578   13.9379624883         4.96896803805 
  241 295.731995 359.882996 -0.196559217807  -17.9984774935       -0.518258305534 
  242  457.40799 358.753998   3.51055583962  -8.50526246585         3.18885675189 
  243 514.094971 318.238007   3.63838462829   10.3273498705         3.31668554056 
  244 498.414001 323.117004   10.5977550217   8.49905359784          10.276055934 
  245  479.34201 334.632996   39.1657805981    42.680797721         38.8440815104 
  246 491.201996 347.899994    17.430059306   13.6015648081         17.1083602182 
  247    506.819 345.463989   16.1609745412   17.1106894254         15.8392754534 
  248 535.010986 351.812012   12.0142019131   15.7140191297         11.6925028254 
  249 696.460022 338.463989   286.586043535   57.5062024634         286.264344447 
  250 630.640991 341.595001   10.7009305903   10.9875442067         10.3792315025 
  251 624.549011 334.630005  0.223246804447   15.3218942574      -0.0984522832809 
  252 234.186996 334.372986   214.186710954   25.0794499405         213.865011867 
  253 521.166992 337.860992   15.1875807551   13.2860203926         14.8658816674 
  254 820.679016 327.424011   46.3952419523   39.1303361705         46.0735428645 
  255      5.444    325.763   37.3230810806  0.937137474251         37.0013819929 
  256    167.987 320.121002   12.4789104533   7.47633440967         12.1572113655 
  257 353.053986 990.528015   24.4835391402   4.09000124417         24.1618400525 
  258 131.397003 260.589996   48.4954927808   42.1905972283         48.1737936931 
  259 573.424988 301.869995  -194.291156364   358.394560753        -194.612855451 
  260  328.46701 317.651001 -0.188595382556  -12.9902010173       -0.510294470283 
  261 634.059998 257.200989   49.1900801696   38.5376538326         48.8683810819 
  262 649.010986 297.225006   17.4483829114    56.858456374         17.1266838237 
  263 663.184021 276.089996    35.813365805   39.9058948423         35.4916667173 
  264 661.117981 264.200012   69.7285895128   72.2466652446         69.4068904251 
  265 522.642029 301.341003   4.45838451177   9.94944484365         4.13668542404 
  266 512.439026 298.457001   10.0005499873   22.9724501539         9.67885089962 
  267 506.898987 306.333008     6.054173483   8.58369258171         5.73247439528 
  268 913.606995 296.346985   18.7152422053   5.23258701174         18.3935431176 
  269  38.752998 298.050995   57.3638223228   5.17623745426         57.0421232351 
  270  499.36499 291.312012    7.2516100208   9.68734105703         6.92991093307 
  271 514.903992 283.951996   5.48622018821   21.5600952744         5.16452110049 
  272 519.469971 277.428009   10.5010261651   25.1629188714         10.1793270774 
  273 523.640015 289.958008   9.99303731459   5.48495804872         9.67133822686 
  274 241.731003 289.364014    39.010421163   3.55457756338         38.6887220752 
  275 153.572006 288.130005   8.09919513061   1.39856089369         7.77749604288 
  276 151.537003 283.845001 -0.644730131923  -10.2688949933        -0.96642921965 
  277 938.609009 286.631012    17.050394054    12.906025833         16.7286949663 
  278 136.205994 284.910004   14.6341310517   2.99074850844          14.312431964 
  279 686.106995 277.636993   50.7443139468   25.9894576351          50.422614859 
  280 533.588013 279.210999   4.99760411272    17.428375774         4.67590502499 
  281 813.309021 281.914001   15.7995029735   10.5085638197         15.4778038858 
  282 623.976013 274.118988   6.68956803013   11.9065826039          6.3678689424 
  283 523.348022 264.285004   10.2669808289   14.6753374442         9.94528174114 
  284 546.538025 255.835999    27.040927557   21.6740753306         26.7192284692 
  285 887.159973 257.776001   113.500159938   22.2039255903         113.178460851 
  286  83.012001    263.763   38.8284125067   16.4707282295          38.506713419 
  287 277.906006 257.273987  -6.55424154872  -17.7699133623        -6.87594063644 
  288 548.450989 243.716003    13.114516321   17.5309614601         12.7928172333 
  289 936.817993 316.036987  -2.50155210755  -5.30513217718        -2.82325119528 
  290  37.740002 250.046997  -11.1453521602  -16.7310342815        -11.4670512479 
  291 498.617004 268.563995   31.6582955516   29.8440553822         31.3365964639 
  292 590.202026 246.134995   5.14109189085   9.52494918421         4.81939280313 
  293 709.672974 268.811005   5.46872473359   11.4549590142         5.14702564586 
  294 665.718994 236.074005   23.0573823708   18.4620005554         22.7356832831 
  295 468.088013 240.164993    32.681060632   18.1375780559         32.3593615443 
  296 745.216003 226.205002   48.6602746522   12.2351413324         48.3385755644 
  297  530.69397 224.966995   8.05042842504   15.0062054024         7.72872933731 
  298 959.442993 224.899994   8.86779990646   -8.9324272069         8.54610081874 
  299  66.370003 218.259995  -5.45984557665  -4.43255869186        -5.78154466437 
  300 731.491028 212.654007   5.92488170074   -8.7944198502         5.60318261301 
  301  740.05603    212.625    8.6073454093   4.94538195344         8.28564632157 
  302 718.083008 214.817001   14.9602841085   -5.8714166411         14.6385850208 
  303 718.325989 210.307999   -4.3152489916  -12.9450447055        -4.63694807932 
  304 395.924011 214.076996    6.2783201387 -0.797577759193         5.95662105097 
  305 324.032013 212.636993    22.712370206  0.285320642578         22.3906711183 
  306 703.640991 209.794006   3.97479987302  -9.36041188634          3.6531007853 
  307  37.543999 212.802002   40.9702969565 0.0566569436733         40.6485978687 
  308 288.458008 209.261002   5.71147316687  -2.04622641178         5.38977407914 
  309 108.003998 207.705002   8.14331170239  -6.21496834005         7.82161261466 
  310 431.325989 191.376999   -7.8072549328   3.20749372943        -8.12895402053 
  311    449.388 175.662994  -2.99421036689  -5.15569077919        -3.31590945462 
  312 802.304993 196.289993   20.5028081574    11.983998923         20.1811090697 
  313 788.932007 184.175003   549.982345099   153.856014647         549.660646011 
  314 708.004028 193.261993   9.66501167701 -0.192150477944         9.34331258928 
  315 835.580994    187.041   29.4971401832   7.38104591944         29.1754410955 
  316 548.982971 195.531006   31.1725200195   15.0655135281         30.8508209318 
  317 497.744995 181.639999   17.0613806439   29.5088256619         16.7396815562 
  318  97.626999 177.533997  0.942997090943  -11.9788961199        0.621298003216 
  319    481.638 174.186005   31.6782605593   22.6254528051         31.3565614715 
  320 144.929993 262.209015   34.1658793955   22.9382165904         33.8441803078 
  321 740.692993 163.968002   22.0405869979   20.1865183819         21.7188879102 
  322 679.859009 159.988998    32.721704883   7.39274290387         32.4000057953 
  323     82.513    159.263   47.2451806176   9.72533924823         46.9234815298 
  324 888.150024 153.229004   83.9873231816   50.6128156091         83.6656240939 
  325 452.223999 145.354996   45.8651446465   24.1438155653         45.5434455587 
  326 513.757019 145.134003   25.5823020868   53.9426070126         25.2606029991 
  327 508.601013 144.595993   44.8538075842   23.1543439937         44.5321084965 
  328 432.204987 142.529007   28.6295506475   20.8694032612         28.3078515598 
  329 103.496002 145.906006   9.50102514685 -0.273511646795         9.17932605913 
  330    412.931 138.619003   172.444066923   66.7996713856         172.122367836 
  331 574.877014    156.291   33.3983495494   25.2303082208         33.0766504617 
  332 863.674011 137.065002   28.1694227254   20.3889739662         27.8477236377 
  333  771.79303 141.067001   5.61480071926  0.572293060309         5.29310163153 
  334      1.833 131.953003   13.9536392195   2.99977085734         13.6319401318 
  335 522.476013 133.884995   83.0783043706   59.9410117742         82.7566052828 
  336 632.653992 125.225998   169.224634646   45.0992209418         168.902935558 
  337 535.046997 121.870003    64.191249758   54.9618936645         63.8695506703 
  338 481.417999 119.447998   47.3621363707   15.1776826218         47.0404372829 
  339 879.109009 119.926003   17.6406396736   2.49265904616         17.3189405858 
  340 394.066986    121.084   375.782987491   91.5426084927         375.461288403 
  341  49.481998  91.650002    118.77293377   58.7333572787         118.451234682 
  342 870.655029     83.848    73.303289767   8.77340385538         72.9815906793 
  343 548.827026 987.942017   66.2284132002    17.295687087         65.9067141125 
  344 677.341003  73.751999   92.7789358252   63.8226002218         92.4572367374 
  345 102.593002  78.071999   7.96946266304  -17.2452945091         7.64776357531 
  346 207.240997  78.030998   16.2258211994   13.1375276417         15.9041221117 
  347     84.708  73.973999   24.1853563722  -3.77203529999         23.8636572844 
  348     14.482  66.839996   32.0098950098  -6.71868468021         31.6881959221 
  349  83.038002 982.585022   33.6129482223   21.2690809672         33.2912491345 
  350 443.042999 981.661987   1.58995092105   5.57641386886         1.26825183332 
  351  544.27301  64.809998   44.8958408932   8.15890237103         44.5741418055 
  352 439.811005 969.991028   16.7645430677   6.75681970233           16.44284398 
  353 450.067993  58.773998   22.3317247158  -2.96646411993         22.0100256281 
  354 808.031006  56.962002   9.05831361887   2.84231636952         8.73661453115 
  355 243.841995  59.314999   21.1914868208   24.2977933348         20.8697877331 
  356 723.940002  56.147999    32.343702522   10.0445850127         32.0220034342 
  357 170.526993  49.435001   18.7699559967   2.10701679398          18.448256909 
  358 119.322998     45.569   24.2571959615   4.39167938202         23.9354968738 
  359 673.432007     43.264   9.05594810235   14.2142605595         8.73424901463 
  360 837.049988 976.531006   46.9271566864   43.3195623656         46.6054575986 
  361 821.867981 972.629028   30.4075815934   35.3170578094         30.0858825056 
  362  972.18103 974.689026   7.19141183539   6.28718029474         6.86971274766 
  363 478.106995  40.367001   5.14412663874   3.15525333236         4.82242755101 
  364 213.149002 963.275024   34.4601903838   34.7729276523         34.1384912961 
  365 582.627991  37.040001   86.8449345883   15.4969093666         86.5232355005 
  366 762.502991     35.076   14.4125325691  -9.37955195428         14.0908334814 
  367  82.397003  31.167999   4.29149295062   7.77666179304         3.96979386289 
  368 253.128998     27.437    33.735760659   6.21981864553         33.4140615713 
  369 116.133003     23.434   33.8272554274   13.4562773932         33.5055563397 
  370 743.700989      89.18   37.4663473332  -2.71119078285         37.1446482454 
  371 174.585999 972.830994   15.9771061105  -5.08472014745         15.6554070228 
  372 570.250977 950.491028   7.24468948788   2.48802526192         6.92299040015 
  373 562.614014 920.406006  -8.50586193579  -5.08753276424        -8.82756102351 
  374  33.919998 954.606995   24.1922926181   27.3244388409         23.8705935304 
  375 347.919006 961.018982    12.529369625  -1.51604060094         12.2076705373 
  376 264.911987 958.215027   26.9606204845   11.6028129145         26.6389213968 
