|  id|   xcenter|   ycenter|aperture_sum_0| aperture_sum_1|residual_aperture_sum|
|long|    double|    double|        double|         double|               double|
|    |       pix|       pix|              |               |                     |
|null|      null|      null|          null|           null|                 null|
   82 518.491028  710.77002 -233.074067358   131.256690006        -236.291058235 
   83 610.969971  730.38501  446.169385051   535.875835915         442.952394174 
   84 455.136993 736.482971  69.7589948078  -12.3190355571         66.5420039306 
   85     75.764 732.280029  191.637200216   202.459503035         188.420209339 
   86 680.333008 731.994019  36.8312328087   22.4315918743         33.6142419314 
   87 996.221008 730.572998  48.6979086926  -1.22545164416         45.4809178153 
   88     46.007 721.799011  138.104645169   166.422326444         134.887654291 
   89 861.176025 722.023987  198.691966615   89.4544382277         195.474975738 
   90 838.632996 718.106995  160.294940652   196.396234249         157.077949775 
   91 803.817993 681.723999  7057.07816336   7004.79580096         7053.86117248 
   92 795.357971 716.052002  168.272646939   205.865763264         165.055656061 
   93 196.210999  615.22998  77.7048535206   147.086312017         74.4878626433 
   94 272.645996 698.671021  126.881264287   118.099753018          123.66427341 
   95  38.360001 545.211975   171.75769818   300.217852524         168.540707302 
   96      7.374 520.179993   189.73424987   394.925365875         186.517258993 
   97 997.211975 686.692017  2186.36931057   547.873480664         2183.15231969 
   98 528.223022 686.223999  518.791653661   502.232459512         515.574662783 
   99 561.578979 687.814026  25.6533024161   -17.856680847         22.4363115388 
  100  95.959999 681.671997  721.118675446   727.831719228         717.901684569 
  101    148.875 669.809998  134.464166583   258.798334141         131.247175706 
  102 583.114014 676.619019  52.3425007875   57.0292168839         49.1255099103 
  103 305.789001 681.382996  38.0282376001 -0.157052312159         34.8112467229 
  104 639.984009 671.539001  24.7481766033  -34.5192655328         21.5311857261 
  105  73.088997  645.52301  346.126454299   407.347495079         342.909463422 
  106 311.752991  660.06897  207.956374216   56.3452566783         204.739383338 
  107 262.786987 710.103027  22.7366886981   49.1886630187         19.5196978208 
  108 602.289001 707.396973  112.176088915   121.284752009         108.959098038 
  109 201.845993 647.973999 -2078.80298625   4457.05955085        -2082.01997712 
  110 213.660004 678.536987  149.223977407   266.496138101         146.006986529 
  111 542.221985 629.072998  433.914117348   542.609006705         430.697126471 
  112 340.329987 706.021973 -16.6473445528  -44.7092850045        -19.8643354301 
  113 512.307007 636.122009  37.9915654415   29.3665376529         34.7745745643 
  114 824.973999 620.099976   854.91800672   852.440378822         851.701015843 
  115 512.077026  618.61499  493.215570668   439.318342827          489.99857979 
  116  99.300003 611.617981  345.629163534   473.335114342         342.412172657 
  117 969.606995 616.400024  221.310516488   117.736866452          218.09352561 
  118 698.262024  615.11499  139.811925261   80.9494771328         136.594934384 
  119 963.348999 605.286987  136.390718306   207.856886628         133.173727429 
  120 780.862976 606.838989  132.018269547   161.647579812          128.80127867 
  121    463.263 607.578979  8.35112985303  -20.1669980869         5.13413897575 
  122 577.708984 603.267029  76.6858957553   17.9029084347         73.4689048781 
  123 602.642029 598.643982  75.5842458985   7.35187100339         72.3672550212 
  124 812.232971 588.033997  814.666315203   806.445339417         811.449324326 
  125    554.388 567.004028  -2.2562936187  -3.95157519534        -5.47328449597 
  126 562.421997 586.367004  58.4405033131   74.0113230027         55.2235124358 
  127 786.005005  595.10199  111.359647509   154.331229379         108.142656632 
  128 751.387024 595.435974 -3.78653315536   45.3570942075        -7.00352403264 
  129 765.489014 592.163025  175.249753732   152.416615176         172.032762855 
  130 792.104004 630.155029  6726.59416131   3748.24462633         6723.37717043 
  131 901.992004 569.392029  167.337317827   260.339475194          164.12032695 
  132    935.237 584.447998  70.7783219479   71.0928506582         67.5613310706 
  133 932.736023 547.642029  248.944851603   185.289311883         245.727860726 
  134 921.098999 574.893005  160.298139752   225.156867092         157.081148875 
  135 916.294006 562.465027  157.021429743   268.287381628         153.804438865 
  136 468.290985 574.630005  72.8968085914   40.8851518482         69.6798177141 
  137  477.22699 580.088989  7.47689634438   93.3045659795         4.25990546711 
  138 498.052002 578.278015  46.4442109284   45.4687560525         43.2272200512 
  139 481.410004 570.573975  40.0359159077  -36.4479377505         36.8189250304 
  140 511.644012 586.583984    35.28405228   61.6272664444         32.0670614028 
  141  579.30603 566.091003  2.68164504957   108.058442044       -0.535345827703 
  142 238.755005 577.208984  73.2641193603   116.713542957         70.0471284831 
  143  484.31601 582.695984 -18.3081027943   61.1602172853        -21.5250936716 
  144 428.959991 578.554993 -60.1739253476  -110.761653984        -63.3909162248 
  145 304.674988 574.942993  117.404016415   48.8908160218         114.187025538 
  146 872.849976 575.023987  131.725066577   69.6064543478           128.5080757 
  147 325.824005 575.245972  17.5228439129   2.37018157285         14.3058530356 
  148 159.453995  568.64502  282.190356135   309.914118068         278.973365258 
  149 446.710999 574.414978  20.4014003113  -44.5667687161          17.184409434 
  150 405.955994 569.198975  56.1697229261  -32.1488439199         52.9527320489 
  151 944.398987  566.51001 -101.353312881   160.803638819        -104.570303758 
  152 993.208008 551.760986  254.906622754   464.539450579         251.689631877 
  153 451.743988     567.75 -15.4833436242   12.5969382783        -18.7003345015 
  154 456.079987    557.625 -46.9789342355   92.7619701213        -50.1959251127 
  155 439.337006 560.861023  72.2869593106  -3.65221792374         69.0699684333 
  156 966.505005 560.369995 -60.2744592325   117.376094303        -63.4914501098 
  157  58.074001 558.820007  196.830541107   230.340881476         193.613550229 
  158 879.067993 586.664001  47.4201206597   60.2725449532         44.2031297824 
  159 576.565979 579.038025  66.4260992369   78.1033259485         63.2091083596 
  160      572.5 543.887024  61.3778437537   88.1385840666         58.1608528765 
  161 573.158997 520.205994  271.670838085   143.495232668         268.453847208 
  162 417.322998 552.080017  3.12059305734   -36.945120154      -0.0963978199366 
  163 681.385986  704.08197  95.0396956632   61.7578783955         91.8227047859 
  164  87.853996 549.289978  200.022206341    151.30812016         196.805215464 
  165  69.407997 521.117981  101.168674981   103.546983007         97.9516841034 
  166  70.762001 510.067993 -39.1304415762  -148.198732763        -42.3474324535 
  167 833.351013 538.929993  101.699785471   41.3065781722         98.4827945936 
  168  657.43103 541.677002   30.035316743  -50.7372486691         26.8183258657 
  169 777.356018  528.77002  366.744975551   164.639044368         363.527984674 
  170 766.778992 512.583984  4370.80512043   2770.97693697         4367.58812955 
  171 601.031006    535.513  30.1814992203   18.2429440279          26.964508343 
  172      543.5  523.36499  81.4927308429   164.512133676         78.2757399656 
  173 539.241028 517.349976  159.447055842   342.798865173         156.230064965 
  174 536.705017 511.572998  260.431949901   436.499464867         257.214959024 
  175  93.837997 492.838013  128.352304166   -119.46173582         125.135313289 
  176 118.851997 522.213989  428.059760724   531.967376638         424.842769847 
  177 113.614998 508.730988  176.841786445   233.201686867         173.624795568 
  178     88.736 527.077026  145.502913927  -7.69002807395          142.28592305 
  179 632.562988 527.273987  38.9846572467  -48.9449309662         35.7676663695 
  180  35.581001 659.731995    3259.374719   2347.09685998         3256.15772812 
  181 386.157013 510.144012  34.3940817873   37.3679078642           31.17709091 
  182 405.403015 461.177002  378.555870283   314.820357835         375.338879405 
  183     51.722     500.75  47.3470702954   57.9341472532         44.1300794181 
  184  64.535004  616.80603  270.803051436   431.293707631         267.586060559 
  185 943.208984 494.983002   192.66129782   59.2707278312         189.444306942 
  186 597.879028 495.906006  68.1466708501   29.4591392025         64.9296799728 
  187 368.644012 502.524994  1400.16162295    713.51785171         1396.94463207 
  188 141.462997 483.873993  89.5376990954   82.3426203367         86.3207082181 
  189 775.012024 485.372009  253.023741325   76.4220842561         249.806750448 
  190 457.885986 485.003998  23.9516651354  -5.62558211819         20.7346742581 
  191     29.313 446.552002  467.447941108   534.376131054         464.230950231 
  192 446.519989  481.56601   53.475662767   -129.38343689         50.2586718897 
  193  733.02002 480.462006  23.1066811889    12.389734949         19.8896903116 
  194 918.861023 463.303009  44.1623003067   37.4075232869         40.9453094294 
  195 892.114014 470.792999  231.351365206   180.130713037         228.134374329 
  196 368.329987 468.003998  71.6188486526   97.9737263763         68.4018577753 
  197 699.955994  475.06601  343.498153739   110.864300642         340.281162861 
  198 606.616028  470.57901  99.8357922963   66.5994474984         96.6188014191 
  199      3.327 442.136993 -367.944654386  -111.217751392        -371.161645264 
  200 722.471985 454.813995  166.686578511   154.928425239         163.469587634 
  201  65.438004 455.627014  218.623429425   243.240165067         215.406438548 
  202 995.450012 459.447998 -11.5726260529  -32.8485388209        -14.7896169302 
  203 551.728027 453.664001  449.202117959   245.271879653         445.985127082 
  204 945.802002 454.920013  31.6550945103   58.0281908307          28.438103633 
  205 116.179001  453.29599  63.6296534908  -28.6451323552         60.4126626136 
  206 234.783997 476.455994 -14.8527933178  -53.2833826127         -18.069784195 
  207 396.707001 487.725006  592.272313365   364.461877078         589.055322487 
  208 377.760986 443.145996   20.069072826   3.77100687386         16.8520819487 
  209  378.46701 491.553009  1357.67326417   778.270622621         1354.45627329 
  210 110.918999 441.933014  221.931193182    138.67108225         218.714202304 
  211 514.846985 415.962006  29.1244121117   125.586741494         25.9074212344 
  212 519.661987 426.830994 -11.0332193472   107.601725234        -14.2502102245 
  213 544.367004 434.274994  54.8363479013   109.746747504          51.619357024 
  214  461.03299 427.757996  26.9680956904   14.0586003981         23.7511048131 
  215 457.848999 415.154999  71.8757635411   118.472664686         68.6587726638 
  216 459.009003 503.651001  98.2916723265   74.8743369223         95.0746814492 
  217 392.764008 424.372986  110.181882824   46.9343271919         106.964891947 
  218 812.473022 432.454987 -23.5198385266  -83.5895413648        -26.7368294039 
  219 500.692993 420.192993  38.1873153479   95.9955326377         34.9703244707 
  220 163.199005 427.570007  7.01413247109    65.428303776         3.79714159381 
  221 168.848999 424.027008  32.2818131389 -0.752136026391         29.0648222617 
  222 821.481018  423.13501  3.55284523944  -109.459223295        0.335854362166 
  223 531.744995 431.766998  88.6448565816   88.0350029638         85.4278657043 
  224     31.086 412.937012  334.719177412   321.324115944         331.502186534 
  225  521.28302 401.908997   78.358029907    124.80991684         75.1410390297 
  226 325.425995 400.674011 -25.3032974885  -113.557415626        -28.5202883658 
  227      5.995 396.385986   222.73979879   127.635097327         219.522807912 
  228 557.872009 399.290985  107.498796177   190.341307061           104.2818053 
  229 426.397003 410.053009  204.276789191   175.706571949         201.059798314 
  230 954.297974    384.444  502.486985727   329.080327446          499.26999485 
  231  90.000999 383.783997  36.6524929281   18.2975538819         33.4355020508 
  232 541.104004 378.647003  145.303315645   209.815690175         142.086324768 
  233 465.200012 383.121002  18.9348353649   62.9127768566         15.7178444876 
  234 437.393005 381.516998   30.510653038    51.539778741         27.2936621607 
  235 627.835999 376.817993  125.455432899   152.614149269         122.238442022 
  236 758.541992  370.03299  228.921138525    77.474417901         225.704147648 
  237 801.755981 367.106995  1391.02455214   609.925289969         1387.80756126 
  238 408.442993 360.541992  200.187216752   143.488571155         196.970225875 
  239 540.906982  361.95401  145.211385926   142.406263595         141.994395049 
  240 533.801025 361.209015  39.5569982684   204.802010574         36.3400073911 
  241 295.731995 359.882996  20.9812022662   -99.558977531         17.7642113889 
  242  457.40799 358.753998  80.4198186396   94.8331270979         77.2028277623 
  243 514.094971 318.238007  68.4678750609   103.444951819         65.2508841837 
  244 498.414001 323.117004  185.452719159   239.871514221         182.235728282 
  245  479.34201 334.632996   179.06538719    310.04198129         175.848396313 
  246 491.201996 347.899994  155.876128027   202.883944475          152.65913715 
  247    506.819 345.463989  242.383029168   244.404420815          239.16603829 
  248 535.010986 351.812012  60.7836906823   252.022801455          57.566699805 
  249 696.460022 338.463989  9616.93844151   5108.30377301         9613.72145063 
  250 630.640991 341.595001  256.534281475   301.365547207         253.317290597 
  251 624.549011 334.630005   223.57438579   213.335245739         220.357394913 
  252 234.186996 334.372986  4511.89021305   2376.41145418         4508.67322218 
  253 521.166992 337.860992  146.641075921    195.04261482         143.424085044 
  254 820.679016 327.424011  164.201411541   175.087708243         160.984420663 
  255      5.444    325.763  203.096541885   52.3355936848         199.879551008 
  256    167.987 320.121002  177.249823063   46.8621911364         174.032832186 
  257 353.053986 990.528015  28.8667626579  -76.4739408612         25.6497717806 
  258 131.397003 260.589996  182.047413665   234.284531626         178.830422787 
  259 573.424988 301.869995 -5278.71234014   7732.18905998        -5281.92933102 
  260  328.46701 317.651001  47.2116272561   13.2630753776         43.9946363788 
  261 634.059998 257.200989  181.854311209   252.916779114         178.637320332 
  262 649.010986 297.225006  188.216946768   277.609947093          184.99995589 
  263 663.184021 276.089996  892.261461165   799.821202223         889.044470288 
  264 661.117981 264.200012  615.063416545   830.476667596         611.846425668 
  265 522.642029 301.341003 -12.9106589304  -45.7682055896        -16.1276498077 
  266 512.439026 298.457001  61.1627951775   126.921917645         57.9458043003 
  267 506.898987 306.333008  74.6386772435   94.9730326115         71.4216863662 
  268 913.606995 296.346985  62.5215816877  -13.4682568945         59.3045908104 
  269  38.752998 298.050995  147.775301607   35.6083255228          144.55831073 
  270  499.36499 291.312012  81.8342368561   119.442759582         78.6172459788 
  271 514.903992 283.951996  74.6127400555   125.967748188         71.3957491782 
  272 519.469971 277.428009  48.4055941614   163.842369542         45.1886032841 
  273 523.640015 289.958008  41.2324872823  -2.09828257834          38.015496405 
  274 241.731003 289.364014  101.654975442   23.8040538349         98.4379845643 
  275 153.572006 288.130005  143.900880782   133.202223237         140.683889905 
  276 151.537003 283.845001 -194.337094695   131.062249439        -197.554085572 
  277 938.609009 286.631012 -48.9831445713  -5.95842345123        -52.2001354486 
  278 136.205994 284.910004 -68.5164862579  -20.5409681535        -71.7334771352 
  279 686.106995 277.636993  159.422816748   216.570738033         156.205825871 
  280 533.588013 279.210999 -32.4788572608   52.1411093756        -35.6958481381 
  281 813.309021 281.914001 -41.0670708267   -91.223833797         -44.284061704 
  282 623.976013 274.118988  27.9578516295   11.8884247031         24.7408607522 
  283 523.348022 264.285004  37.6305066207   165.877196218         34.4135157434 
  284 546.538025 255.835999  58.5066749574   94.8086605034         55.2896840802 
  285 887.159973 257.776001  4271.37802469   2236.25735246         4268.16103382 
  286  83.012001    263.763  156.327360429   88.6659296812         153.110369552 
  287 277.906006 257.273987 -23.0985894302  -47.0059629277        -26.3155803075 
  288 548.450989 243.716003  91.9369829727   223.877312984         88.7199920954 
  289 936.817993 316.036987 -1.40349219588   -23.312123623        -4.62048307315 
  290  37.740002 250.046997   21.854749356  -80.2147447039         18.6377584787 
  291 498.617004 268.563995  211.382087733   220.044993325         208.165096856 
  292 590.202026 246.134995  13.4441048689   70.2976791815         10.2271139916 
  293 709.672974 268.811005   178.71864241   175.494380669         175.501651533 
  294 665.718994 236.074005  75.5265820735   142.248331067         72.3095911962 
  295 468.088013 240.164993  118.110561051   72.6982050322         114.893570174 
  296 745.216003 226.205002  214.341823292   128.828735336         211.124832415 
  297  530.69397 224.966995  97.4903303836   29.2755012713         94.2733395063 
  298 959.442993 224.899994 -21.8730364307  -119.687372003         -25.090027308 
  299  66.370003 218.259995 -20.0337998516  -91.2020015233        -23.2507907289 
  300 731.491028 212.654007  84.9515368396   35.1971240122         81.7345459624 
  301  740.05603    212.625  130.414793145   119.243900951         127.197802268 
  302 718.083008 214.817001  210.911820732   62.7513709831         207.694829855 
  303 718.325989 210.307999 -84.5256391069   12.7964617423        -87.7426299842 
  304 395.924011 214.076996  70.9096435459   75.6725849213         67.6926526687 
  305 324.032013 212.636993  78.9727083133   75.6773469665          75.755717436 
  306 703.640991 209.794006  34.2144878175  -127.081447169         30.9974969402 
  307  37.543999 212.802002  53.0453020429  -36.5629087596         49.8283111656 
  308 288.458008 209.261002  13.5378567716   5.13289524561         10.3208658943 
  309 108.003998 207.705002  9.14512302986   20.5846859112         5.92813215258 
  310 431.325989 191.376999  -60.589393524   57.4009962339        -63.8063844013 
  311    449.388 175.662994 -13.5116599853   84.7923566506        -16.7286508626 
  312 802.304993 196.289993  424.294828546   171.921129449         421.077837669 
  313 788.932007 184.175003  2023.92420738   967.632413086         2020.70721651 
  314 708.004028 193.261993  122.881073445   6.77361327754         119.664082567 
  315 835.580994    187.041  165.583759841   99.3927123304         162.366768964 
  316 548.982971 195.531006   161.37234694   106.946379066         158.155356063 
  317 497.744995 181.639999  281.774660349   230.104842962         278.557669472 
  318  97.626999 177.533997   40.667155799   -37.028234544         37.4501649217 
  319    481.638 174.186005  141.793632979   62.0433100957         138.576642102 
  320 144.929993 262.209015  117.430877789     166.2630286         114.213886912 
  321 740.692993 163.968002  61.4917233332   6.40436917977         58.2747324559 
  322 679.859009 159.988998  1814.67463978    896.06497916          1811.4576489 
  323     82.513    159.263  100.602059999   25.6428339662         97.3850691214 
  324 888.150024 153.229004  311.692544843   183.837245696         308.475553966 
  325 452.223999 145.354996  190.864388417   118.084468064          187.64739754 
  326 513.757019 145.134003  105.035293557   197.091121262         101.818302679 
  327 508.601013 144.595993  186.125489677   125.561371021         182.908498799 
  328 432.204987 142.529007   52.709670104   95.3728617275         49.4926792267 
  329 103.496002 145.906006 -57.0491969038  -33.4590107377        -60.2661877811 
  330    412.931 138.619003  668.760559104   543.235837528         665.543568227 
  331 574.877014    156.291  209.591014476   235.033040517         206.374023599 
  332 863.674011 137.065002  82.9626943507   51.6942368006         79.7457034734 
  333  771.79303 141.067001 -13.6835970531  -46.3244588252        -16.9005879304 
  334      1.833 131.953003  38.3384673991   -35.341318228         35.1214765219 
  335 522.476013 133.884995  86.7709533824    93.257189612         83.5539625051 
  336 632.653992 125.225998  6791.50415655   3543.12268653         6788.28716567 
  337 535.046997 121.870003  421.982348942   381.077037455         418.765358065 
  338 481.417999 119.447998  182.991650272   68.2652768462         179.774659394 
  339 879.109009 119.926003  12.4390797758  -66.0045552199         9.22208889857 
  340 394.066986    121.084  12845.7196236   6737.83802518         12842.5026327 
  341  49.481998  91.650002  502.768136865   348.695032884         499.551145988 
  342 870.655029     83.848   2324.1333305   1104.99133258         2320.91633963 
  343 548.827026 987.942017  69.8707339427   22.4539067841         66.6537430654 
  344 677.341003  73.751999  647.705598056   492.349970086         644.488607179 
  345 102.593002  78.071999  233.565160562   120.646614768         230.348169685 
  346 207.240997  78.030998  45.2032531037  -1.19201374228         41.9862622264 
  347     84.708  73.973999   24.861746439   -77.771466438         21.6447555617 
  348     14.482  66.839996  1143.92154426   582.346720884         1140.70455338 
  349  83.038002 982.585022  53.5988519113  -25.5838225029          50.381861034 
  350 443.042999 981.661987  233.094591229   239.608821283         229.877600352 
  351  544.27301  64.809998  13.1646601982  -61.0372679813         9.94766932089 
  352 439.811005 969.991028  579.652069042   442.537772203         576.435078164 
  353 450.067993  58.773998  74.0813499551   114.257366726         70.8643590778 
  354 808.031006  56.962002   563.84583824   210.832003865         560.628847363 
  355 243.841995  59.314999  30.8935687326    16.274736398         27.6765778553 
  356 723.940002  56.147999 -76.3050941137  -75.9546135829         -79.522084991 
  357 170.526993  49.435001  6.60795918433  -41.2204912121         3.39096830706 
  358 119.322998     45.569 -13.4433418492   -52.462439737        -16.6603327265 
  359 673.432007     43.264 -70.6393625521   13.1092712139        -73.8563534294 
  360 837.049988 976.531006  283.781616151   273.585800481         280.564625273 
  361 821.867981 972.629028  160.060735202    161.73347271         156.843744325 
  362  972.18103 974.689026   60.588764627    9.2645703681         57.3717737498 
  363 478.106995  40.367001  29.9853606803   40.5820795481          26.768369803 
  364 213.149002 963.275024  150.471850637   22.4999593267          147.25485976 
  365 582.627991  37.040001 -12.3591157927  -133.141628767        -15.5761066699 
  366 762.502991     35.076 -40.8168160618  -71.0432950745         -44.033806939 
  367  82.397003  31.167999 -69.5436675808  -130.491993085        -72.7606584581 
  368 253.128998     27.437  16.0207249333   36.9152915808          12.803734056 
  369 116.133003     23.434  16.4981463871   -126.46242217         13.2811555098 
  370 743.700989      89.18 -65.4932883135   -107.95350622        -68.7102791908 
  371 174.585999 972.830994 -33.7736547464  -120.610433612        -36.9906456236 
  372 570.250977 950.491028  90.6500834302   12.3097787052         87.4330925529 
  373 562.614014 920.406006 -183.178252285  -111.313821264        -186.395243163 
  374  33.919998 954.606995  116.896016178   61.4163239408           113.6790253 
  375 347.919006 961.018982 -42.3052560002  -79.2777710273        -45.5222468775 
  376 264.911987 958.215027 -17.8726460101  -46.6759395594        -21.0896368873 
