# id F89 E89 F90 E90 F159 E159 F156 E156
  112       59.0645106915  1.29041586868        102.574672595  1.87854096696         197.433929937      4.08716303114          22.7684837883    0.791670094389    
  113       33.8196385595  1.14969337539        41.8916099076  1.94200579853         21.4482938882      4.53863960674         -2.41570397209    0.682945889209    
  114       105.994025422 0.988986545618        119.630150994  1.34915398559         84.3480972851      2.31387516799          26.6553991369    0.882734987066    
  115       60.9071140198 0.835365602871        59.3746415944  1.25519582349         129.519745123      3.80452883285          16.6419607496    0.746004371665    
  116       129.270473822 0.870262841624        160.658291313  1.31758644513         150.847912158      3.19484148679           28.742925806    0.710888993266    
  117       15.5322714258  1.00114332292        46.7207743201  1.62185696207         36.0291469062       3.7971816528          18.5364993669    0.671066483996    
  118       25.7078829535 0.713952419734         46.905847346  1.29792974598         50.5726694794        2.916738345          3.02838407693    0.597304890759    
  119       131.509168744 0.820070026449        267.655737264  1.52834788932         280.428296208       3.5321837784          32.3152173243    0.712621231889    
  120       244.300621202  0.87725507025        257.466813023  1.35406244629         189.790525778        3.264343637          77.0743813768     1.28254539093    
  121        152.76658406 0.785486190834        171.695641385  1.24266926185         170.638844695       2.6343689843          33.7047119509    0.854877464063    
  122       72.9361707552  1.07774257708        85.0334182072  1.60832169848         134.241252611      3.40379550326          11.5591233008    0.586390358879    
  123        29.682505557  1.04575117092        59.5522845488  1.91355022199         94.2498644504      5.27628580661          13.1679939347    0.577171465104    
  124       26.4617667768  1.09265201141         67.341790841  2.18190076632         148.516101923      4.50987231973          11.9216623984    0.737833049381    
  125       31.9804124752 0.791934192834        59.3936136124  1.47434419615         191.480079843      3.03316975365          10.7214567422    0.662051620244    
  126       35.9504952493 0.829634753052        38.7609566048  1.39211986211         37.9538799987      2.92574364549          8.92881765991    0.516711804461    
  127       74.5421346245  1.29725013454        88.9331769309  1.96450659913         9.18131958868      3.94668385483          20.3985974195    0.620196837611    
  128       75.0801851119  1.08505190665        88.2643623602  1.77609307138         95.6396252497       4.1280518735           17.460187327    0.637955655463    
  129       28.7024349371 0.661740247076        67.7479355843  1.14885533434         32.8647380128      2.43054798676          4.12896061659    0.755088776351    
  130       237.209425292 0.989260494125        390.617085698  1.98750263977          358.97704098      7.33548891045          30.2687913057    0.549604878341    
  131       76.8918021573 0.722638173362        94.2870342887  1.22623556888           63.83441318      2.80939109641          9.07437968637    0.468572211828    
  132       13.9682404079 0.836097862718         45.105761228  1.52123689854         50.8914113385      2.74800617487          11.3201723732    0.557202285545    
  133       2.82773999323 0.649571037667        30.2860947048  1.32886776759        -6.38331975001      4.34450388924         -6.05368687312    0.630970846693    
  134     -0.895954174543 0.899840468045        39.2586245201  1.66419424909         10.1034997301      3.35567605108         0.237353880762    0.468426505062    
  135       271.944893797 0.820166970833        314.675494624  1.36895442575         162.640751949      4.02291304148          65.4721560596     1.05486989707    
  136       22.4206485195 0.883240437077        47.6972947589  1.76442553041        -13.3880085289      4.20051128274         -10.3460149742     0.69216219708    
  137       35.9967934452  1.03773923058        96.9332859809  1.91126499661         81.5027748932      3.71354381647         -1.29589636755    0.711579299469    
  138       56.0408183442  1.10258662551          70.70424786  1.90330620567         88.3101630073      4.90671055663         -13.8692020642    0.827961140397    
  139       96.2693655377  3.35735763007        375.552240921  8.87195022968          594.97118155      12.7871770143           3.5177188493    0.706244657193    
  140       334.576461511  1.05558581883        557.542315486  1.55608162603         435.003660033      5.19476469096          22.3570715756    0.897063110287    
  141       29.1213185607 0.896290795052        73.9960096784  1.78825959546         73.3921807594      4.05260868154          14.6565535361    0.590349896514    
  142       14.7122767916 0.952949824904        49.6670697904  1.62580711816        -32.4483229972      3.10571231314          2.00781793962    0.645305585345    
  143       88.7284723503 0.998422901168        187.754199108  1.90508417626          152.73156036      4.27821707872           7.3067096624    0.889250639729    
  144       13.2286234562 0.929639332775        36.7853051787  1.69807739109         33.6425491753      4.00285127361          -5.8976230062    0.558022656143    
  145       180.429333658  2.94700022133        481.338318728    8.071589485         551.785762552      13.7767912597          24.1703022577    0.803674059254    
  146       76.6580794227   1.0735959617        115.293253915  1.72089003532         92.4893740565      3.62056277417          6.53609129727    0.534237979661    
  147        19.357681613 0.916167087679        44.2893792005  1.83467280228         124.788424184      4.34436475335         -1.44385192162    0.618372092976    
  148       30.7244616997 0.826197318858        62.5050979057   1.6079186958         158.629779613      5.18186906555          11.6679721816    0.848704197426    
  149       10.5982761228 0.750411406262        47.1278460898  1.67835193159        -60.6496231263      4.33516653216         -12.6273665882    0.599142503674    
  150       19.6021197744 0.790809067452        46.2943023435  1.39337661545         104.466275699       3.3439075484          -3.0061055334     0.47162158624    
  151       24.8314215243 0.786216837085        48.2482326432  1.67443463494         102.573583273      3.76708087907          2.12419472445    0.514365071884    
  152       42.5221521722 0.841633472547        86.9018458661  1.77275488714         192.795130293      4.08970079207         -2.81878775755    0.418134815636    
  153       84.7377013923  0.95363159443        116.737652378  1.79349154436         135.482368271      4.16179567268        -0.246312777345     0.65648938771    
  154       55.4191143898  1.39213302709        87.6751206754  2.08086008446          151.99958125        3.871031646          8.41402452105    0.677723955553    
  155       21.7849440286 0.838833633196        48.7628135846  1.25943853684         88.1395623654      2.75487891266          14.2938400931    0.514087462164    
  156       38.6696837913 0.792619363724        83.0503376768  1.33743602226         143.876956309      6.32513851541          17.8803734246    0.860185522804    
  157       12.4595302913  1.08963279685        49.3445811902  2.01703195257         102.536798879      5.16947179127          3.22164980109    0.480567232283    
  158       27.8736117509  1.06031649593        60.6999151164  2.05638287997         160.391297882      4.99977921958          2.97115095198     0.61473051733    
  159       67.8942958931  3.19812017274        192.662486702  8.57555737129         717.005040839      82.1604213591          4.42491280824    0.740327778314    
  160       76.9367401437 0.826640148347        107.430202579  1.06623121584         79.0755365778      3.50039392339          47.0661963537     0.79188393441    
  161       64.3402845736 0.697825593475        127.175042822  1.27699682218         220.445159093      3.64087296934          22.4016304708    0.666655881325    
  162       20.5683068608 0.748114008982         42.055457494  1.56384825489           159.6360073      3.26293725462          8.66668399993    0.443980390067    
  163       25.7597138902 0.877649825664        50.7235927929  1.42192666811          115.19766042      7.99429559677          4.62902856364    0.720949189873    
  164      -1.93939485726  0.76507529729        33.7013747029  1.36821332989         313.427008091      14.6645020785          4.03504822571    0.549788479244    
  165       33.5657361829 0.741404507257        61.8123233854  1.41864152697         70.3451409737      3.16633494783           19.770675745    0.532759253189    
  166      -2.60135134948  0.99715190064        31.9956528552  1.63304084633        -197.964763487        12.31444641         -7.31111680314    0.476795800731    
  167       2597.94328882  16.2602028455        6080.09720632  32.7063123599         7537.60532021      141.762941635          128.335019652     3.03367930161    
  168       54.2828292837  2.74990151204        99.4025927925  5.06271536343         1260.60887099        82.34476104         -4.25710577002    0.827633126176    
  169       43.9106982722 0.779459288136        46.9158782047  1.27368388508         36.3676102416      4.31301264537          26.4536373596    0.740354784383    
  170       23.4627561775 0.764429792016        51.4516921315  1.37431162533         6.96668205135      3.76812189658          3.87482499149    0.686022319294    
  171       83.2417582554 0.738505010939        102.043504674  1.27534224609         146.336182118      3.34452724526          5.28651060471    0.660081780888    
  172       11.8719574391 0.773696462906        64.1602071252  1.43426590676         29.0705928126         3.98851884          26.0751201624    0.743280106839    
  173       16.0229624154 0.710346611525        37.2932839319  1.17089490021        -6.70024253706      2.53273467022         -5.28914260582    0.724549900515    
  174       13.7326062774 0.741106519482        41.8778815973   1.1983507002          73.338470335      3.79728320644          8.05720171758    0.499280803657    
  175       26.4092847235 0.809637331011        46.4506905317  1.67264507098         81.4202636415      3.42182078958         0.817324316738     0.64868145764    
  176       53.6487484909 0.783461804997        56.6920986766  1.46173014607         26.8362960582      3.56165943465          12.6053218767    0.592274169192    
  177       41.9762612388 0.804767844899        49.1064515707    1.176756834         50.9578906224      3.49738584674          27.1726699268    0.790797776619    
  178       21.2553749129 0.752148457534        60.1109469432   1.6501200785         98.5098247452      4.35092182364         -7.28529062716    0.593647720801    
  179       84.6457413993  0.89600696334        350.806707629  2.55262647106         766.288046159      13.9113600744          18.1397812137    0.582725446521    
  180       804.223879588  4.13275374007        1809.41900452  8.09178213015         1986.62388471      24.8181891252          44.3940539819    0.999723407377    
  181       27.0810736224  0.82794670967        40.1257000003  1.61851482428         88.5374454621      2.92092079102          14.5865911615    0.565500270105    
  182       15.8639538751 0.933603526337        40.5657638781    1.863987057         10.2804246229      4.03296555242         -20.2612364761      0.7321287752    
  183       24.3163306818 0.912679396009        51.7407321243  1.41062167173         38.2726187912      3.32963976759         -5.45753165581    0.732668567622    
  184       32.3502102719 0.684801856102         44.027669914   1.0769746145          57.198077168      1.97418892517          -11.553251972    0.478509814606    
  185       14.8831031434 0.988154206653        51.3590389728  1.73201448079         92.4314365943      3.19167511051           12.303990866    0.619118354101    
  186        18.649818215 0.727083293132        47.4845170018  1.25796662548         35.0598811222      3.65085108844          6.43959970264    0.447284483035    
  187       116.914026626 0.820797510764        189.308419974  1.29245709607         182.493221655      5.02030103642          23.5218231582    0.755841854302    
  188       15.4602059159 0.758363391968        40.6391772027  1.45621262079         17.2497945764      3.94704186356         -2.44990505176    0.549558044691    
  189       79.7629843249 0.728550636888        98.2270643813  1.48644539654         151.997161386      3.05391194612          18.8338307547    0.630759255039    
  190       51.5450212683 0.912445480377        67.7728053582  1.52554116046         41.1728166532      3.21092688385          12.2011391805     0.65952496721    
  191        59.145769041  0.86145311694        79.9338203055  1.27675536783         104.413411516      2.94481138519          17.9692410605    0.556478812119    
  192       75.3484515094 0.666398701298        98.6158919618   1.3307055311         40.2476874357      2.08939785163          8.27117043144    0.507157230278    
  193       76.3409296429 0.837723072162        108.408943009  1.22467039026         102.943841588      2.95061127256          3.71503073948    0.726455320243    
  194       20.8443806859 0.666642024559        54.3978141876  1.08474283312          -11.76966673      2.74247351941        -0.152150063265    0.780752522198    
  195       73.1164311625 0.739551075641        100.505354448  1.41823164395         120.169456399      2.85776287972           29.186494301    0.759398556775    
  196       22.4066383868 0.645327439762        48.9480560016  1.14944890979         102.449451891      2.56661623003          1.12932659561    0.641680962753    
  197       153.807239775  1.17604596125        287.308445199  2.04161699832         417.961783725      11.1343337627          33.2374584386    0.868970481209    
  198       18.7831189773 0.751792495144        33.7517307225  1.31478279087         24.5023712373      2.85046687855          12.7095303396    0.500722299145    
  199       364.839705058  2.59755757334        772.901565637  4.59763583905         1095.27308745      23.3332631573          34.7456288292    0.825013147828    
  200       33.8721925547 0.696236246254        98.2427355954  1.27488918557         84.1100904407      2.31142118653          10.1285605935    0.602857345239    
  201       197.769709272  3.05275296016        435.748784233  5.96740188563         10583.7005681      377.726051052          47.4403232721    0.911906635434    
  202       39.6881184329 0.657449664864        68.8803959252  1.18005415408         91.9038379782      2.95549020372         -3.00623736812    0.836076393557    
  203       444.841601841  4.07571259319        922.352167392  8.64562166131         11312.0767138      317.677158119          71.5734759401     1.07661008285    
  204       58.4069615275 0.692875193577        84.7057817428  1.32670467011          54.162351593      2.41513811441         -1.02102957782    0.613743527277    
  205       22.9177607478 0.683728010841        64.5510505754  1.25177748413         29.0576080604      2.24116274069        -0.702294637805    0.730279819633    
  206       36.7526186354  0.72826051972        41.1396175603  1.26102517038         4.61807219825      2.24775743457          14.3119267942    0.589695889864    
  207       137.497081114 0.793962953492        225.848046546  1.29285369272         312.280355225      3.09801078185          32.5066023393    0.773339500283    
  208       594.469982941  1.87588824498        851.766750051  2.72399187826         915.232105837      9.22787674674           51.025482584    0.929423223413    
  209       115.130233525 0.879300217651        251.393327307  1.37794403809         225.629247081      4.87465723305          42.1045774887    0.618771080644    
  210       98.3057528641 0.799054455003        188.508343572  1.23850682592         310.766456774      3.13199686852          15.5594425988    0.596478711208    
  211        47.162492499  1.94675140788        93.3991759872  4.33038322508         737.805016714      40.8823536037          6.73019058102    0.678577949706    
  212       150.789847665  1.86434142053        242.586950195  2.30836208668         406.549956625      7.32666739728          30.9468448346     1.17507029864    
  213       66.3775918486 0.859608853763        174.764469692  1.42042248528         325.353966466       5.0440797378           5.8352458701    0.598754319527    
  214       820.540662353  9.04758511121        1734.19916404  17.8378876631          2469.6021074      49.0170925513          63.7231136236     1.59097299167    
  215       119.419285396 0.647536752279        123.530578172   1.1193530659         84.7703000033      2.22506036781          33.0642552028    0.618987958883    
  216       70.7794548325 0.852203672039        82.9642085541  1.32550180586         57.8847289935      2.63757498199          9.19167084836    0.812029544779    
  217       1478.97986654  22.0880890851        1676.76745715  22.8771134754         2184.73184003      52.1375993793          364.228995068     8.04912547415    
  218       22.7549207172 0.570032283674        40.7658103727  1.11475934684         68.4743338904      3.02644088252         -13.0256521776    0.616726745734    
  219       111.728362103 0.883423491533         221.54296681  1.58374859604         227.072068722      3.01400725586          22.3363374817    0.500451384646    
  220       56.8262499691 0.672080654046        73.7388543979   1.2175102852         25.0870457665       2.4356405063          23.8129920783    0.621027364427    
  221       31.1711999472 0.895921935683        49.3559992384  1.26871033002         50.9310517051       3.7846581055          4.85533797368    0.564565898481    
  222       35.4843669739 0.958857677216        67.9354611295  2.02168322817         234.704912045      13.1218364416          17.5906336329    0.596434352563    
  223       27.7260638127 0.868214441748        57.5859733275  1.27253174165         11.7846436362      2.68192094539          3.95193881329    0.653336536238    
  224       103.706884391 0.564446884716         228.44487723  1.10673811566         202.453032055       2.7483644783          9.70498944372      0.7576316606    
  225       135.682077001 0.960098825325         252.96949371  1.40927722959         286.811676312      3.83167579264          20.5818619606    0.683839458344    
  226       35.4574438024 0.866473093511        45.5937231788  1.17507099182         94.1176054175      3.06197539799          12.5117898434    0.480972509003    
  227       33.7447713954 0.725067892257        78.1606984081   1.4039308536         78.7806880251      4.64818118763          24.9303198117    0.790913417015    
  228       206.076720012  1.29002850298        372.339120263  1.97204354587         332.123306483      5.86913471665           50.062588509     1.01394231629    
  229       229.833375843  2.89560473104        500.335048653  6.24261119395         843.265298485       13.183397213          14.6017063294    0.544458119237    
  230       422.178107401  8.16330354838        857.530615032  14.5961695955         618.638088725      20.9231300959          135.131195014     4.34264609709    
  231       40.0019159621 0.656097763681        76.0205663709  1.33727153445         -66.467600182      8.17800129064         -1.63144493761    0.586082543465    
  232       89.0296660252 0.800600789095         131.71815368  1.28322614292         153.492483079      3.95455216204          14.3317212317    0.531644177174    
  233       279.571700909  2.40334457933          472.7744104  3.73893648225         508.985961292      8.26916709328          37.1134347488     0.79571758141    
  234       113.493294866 0.744010338931        136.268818674  1.27250716936         79.9901287182      2.26552647263          28.3319011351    0.787391961873    
  235       77.7321887118 0.623685837358        120.445644478  1.35638179465         88.5800646021      3.36747461575          28.3857473501    0.781767430013    
  236       86.6145891803  0.68327665096        166.072477489   1.2413730358         174.450774289      4.28428942048           31.382551039    0.730484412504    
